latency,weight
1,0
2,0
3,0
4,86
5,6079
6,36660
7,56650
8,46768
9,30617
10,19443
11,12968
12,9220
13,6878
14,5263
15,3946
16,2994
17,2542
18,2020
19,1742
20,1423
21,1196
22,1012
23,906
24,796
25,715
26,619
27,581
28,497
29,457
30,412
31,457
32,390
33,397
34,310
35,309
36,327
37,277
38,276
39,223
40,248
41,232
42,234
43,208
44,176
45,164
46,202
47,185
48,181
49,189
50,140
51,137
52,130
53,150
54,137
55,137
56,114
57,122
58,130
59,94
60,118
61,106
62,92
63,68
64,67
65,54
66,45
67,50
68,56
69,57
70,47
71,46
72,39
73,32
74,39
75,30
76,27
77,22
78,24
79,26
80,15
81,23
82,23
83,25
84,25
85,26
86,18
87,19
88,19
89,16
90,12
91,20
92,13
93,28
94,14
95,17
96,17
97,10
98,6
99,6
100,9
