latency,weight
1,0
2,0
3,0
4,519
5,12454
6,33087
7,32138
8,21483
9,13257
10,8334
11,5560
12,3862
13,2824
14,2079
15,1583
16,1309
17,997
18,790
19,654
20,549
21,508
22,433
23,358
24,323
25,300
26,251
27,252
28,221
29,192
30,218
31,164
32,151
33,143
34,133
35,146
36,135
37,117
38,115
39,118
40,102
41,100
42,113
43,89
44,99
45,91
46,95
47,76
48,95
49,82
50,61
51,52
52,56
53,67
54,78
55,60
56,66
57,68
58,68
59,60
60,66
61,63
62,68
63,60
64,60
65,56
66,51
67,42
68,36
69,30
70,30
71,19
72,20
73,14
74,24
75,16
76,22
77,15
78,14
79,20
80,13
81,16
82,18
83,18
84,16
85,10
86,11
87,15
88,6
89,9
90,6
91,14
92,8
93,12
94,7
95,6
96,8
97,5
98,8
99,3
100,7
