requestType,queueLength,netthreadTime,queueTime,workerPreTime,memcachedRTT,workerPostTime, totalRequests
GET,1.1624565419093038,23311.952778249113,73507.04123599683,23863.98380813817,763668.849273081,18294.238079937615,276991
