latency,weight
1,0
2,0
3,0
4,967
5,22105
6,55092
7,50737
8,31607
9,19225
10,12122
11,8261
12,6003
13,4580
14,3465
15,2656
16,2097
17,1706
18,1385
19,1193
20,948
21,825
22,728
23,670
24,497
25,541
26,448
27,393
28,393
29,373
30,303
31,287
32,293
33,249
34,272
35,230
36,228
37,208
38,210
39,205
40,180
41,157
42,165
43,163
44,141
45,153
46,133
47,147
48,133
49,105
50,108
51,134
52,118
53,104
54,105
55,109
56,99
57,119
58,104
59,107
60,108
61,78
62,88
63,93
64,74
65,62
66,62
67,68
68,65
69,54
70,43
71,45
72,33
73,51
74,37
75,45
76,31
77,20
78,24
79,31
80,28
81,30
82,23
83,18
84,14
85,19
86,17
87,17
88,22
89,22
90,19
91,21
92,17
93,13
94,12
95,11
96,11
97,16
98,10
99,6
100,7
