latency,weight
1,0
2,0
3,0
4,195
5,7629
6,34182
7,46848
8,37583
9,24541
10,15507
11,10212
12,7074
13,5084
14,3849
15,2911
16,2376
17,1841
18,1402
19,1141
20,1040
21,866
22,757
23,689
24,538
25,501
26,470
27,415
28,396
29,360
30,329
31,273
32,269
33,287
34,269
35,204
36,186
37,175
38,203
39,164
40,187
41,174
42,176
43,156
44,167
45,173
46,129
47,138
48,140
49,129
50,124
51,104
52,119
53,131
54,119
55,71
56,75
57,90
58,84
59,66
60,74
61,62
62,56
63,54
64,59
65,58
66,40
67,58
68,50
69,40
70,32
71,40
72,36
73,32
74,25
75,21
76,20
77,34
78,23
79,22
80,34
81,23
82,21
83,20
84,13
85,14
86,24
87,25
88,25
89,12
90,13
91,19
92,12
93,10
94,11
95,10
96,12
97,6
98,6
99,9
100,9
