latency,weight
1,0
2,0
3,0
4,115
5,7738
6,41148
7,59701
8,46790
9,30124
10,19015
11,12618
12,8886
13,6549
14,4921
15,3712
16,3054
17,2401
18,1958
19,1513
20,1357
21,1138
22,996
23,854
24,783
25,691
26,593
27,555
28,495
29,491
30,440
31,419
32,369
33,372
34,314
35,321
36,259
37,265
38,245
39,258
40,236
41,221
42,243
43,216
44,214
45,170
46,199
47,197
48,163
49,134
50,148
51,143
52,166
53,133
54,142
55,117
56,102
57,121
58,108
59,106
60,87
61,97
62,86
63,92
64,78
65,79
66,71
67,57
68,65
69,56
70,48
71,42
72,44
73,39
74,43
75,48
76,33
77,33
78,37
79,28
80,31
81,29
82,21
83,22
84,29
85,25
86,24
87,21
88,20
89,10
90,22
91,25
92,17
93,12
94,10
95,8
96,8
97,8
98,9
99,12
100,9
