latency,weight
1,0
2,0
3,0
4,125
5,4290
6,18892
7,27630
8,23754
9,16558
10,10645
11,6976
12,4788
13,3519
14,2504
15,1858
16,1445
17,1147
18,891
19,744
20,619
21,480
22,471
23,377
24,343
25,324
26,294
27,250
28,224
29,180
30,170
31,161
32,133
33,140
34,149
35,123
36,112
37,117
38,120
39,96
40,96
41,100
42,97
43,91
44,86
45,84
46,85
47,76
48,67
49,73
50,53
51,73
52,63
53,59
54,57
55,59
56,54
57,42
58,35
59,49
60,50
61,29
62,47
63,34
64,46
65,38
66,36
67,37
68,36
69,39
70,23
71,26
72,19
73,22
74,15
75,14
76,16
77,15
78,7
79,12
80,12
81,9
82,12
83,12
84,12
85,11
86,6
87,11
88,5
89,10
90,10
91,10
92,6
93,4
94,5
95,4
96,4
97,5
98,3
99,3
100,5
