client,worker,sharded,cpu_mean,cpu_std
12,64,1:1,9.972154471544714,0.7345948891284115
12,64,1:3,8.663520325203251,0.39428583940360795
12,64,1:6,5.087674796747969,0.16877037698618844
12,64,1:9,3.7688617886178863,0.08329206354644363
