client,worker,sharded,netrecv_mean,netrecv_std
12,64,1:1,16204030.25203252,275631.7214028324
12,64,1:3,25543471.032520324,1435883.8990162641
12,64,1:6,22215695.63414634,30130.69333209277
12,64,1:9,21122812.43902439,34171.002751408116
