client,worker,sharded,netrecv_mean,netrecv_std
12,64,1:1,16608624.07317073,135013.50101941184
12,64,1:3,11898832.333333334,281950.87959181814
12,64,1:6,6591618.146341463,1789.0041365281336
12,64,1:9,4522806.967479675,4359.382409607101
