client,worker,sharded,netrecv_mean,netrecv_std
12,64,1:1,5659503.333333333,135105.01818229046
12,64,1:3,13018249.853658536,798031.6912602651
12,64,1:6,12658739.040650407,8372.310316052944
12,64,1:9,12710483.878048783,70674.15868170068
