client,worker,sharded,netrecv_mean,netrecv_std
12,64,1:1,16512307.30081301,271357.41932112107
12,64,1:3,12314462.87804878,497631.725009573
12,64,1:6,6577600.894308943,3393.4987845769874
12,64,1:9,4462563.203252032,7960.365372761934
