client,worker,ratio,sharded_tp_mean,sharded_tp_std,nonsharded_tp_mean,nonsharded_tp_std
12,64,1:1,3689.6433333333334,16.804642876961406,3631.3700000000003,62.191898722154036
12,64,1:3,2581.433333333333,106.90402559720978,2912.986666666667,122.87370788288645
12,64,1:6,1446.3833333333332,0.4861641240934984,1462.0200000000002,1.3038660462895277
12,64,1:9,982.3533333333335,0.41483597829607893,987.75,0.2669581740023839
