client,worker,sharded,netsend_mean,netsend_std
12,64,1:1,30075984.536585364,507692.53508690157
12,64,1:3,36369449.52845529,2020065.9557660609
12,64,1:6,27410813.35772358,36184.79767206173
12,64,1:9,24324743.365853656,37588.52689406396
