client,worker,sharded,netsend_mean,netsend_std
12,64,1:1,5868254.37398374,97071.54443640032
12,64,1:3,12158309.07317073,492895.2388320734
12,64,1:6,12473255.74796748,6967.629317088593
12,64,1:9,12461905.081300816,7290.063603901692
