client,worker,sharded,cpu_mean,cpu_std
12,64,1:1,10.29229268292683,0.03554896805093415
12,64,1:3,9.046983739837398,0.28195283028581264
12,64,1:6,5.9403902439024385,0.10842164920100998
12,64,1:9,4.099398373983742,0.10704757427505264
