client,worker,sharded,netrecv_mean,netrecv_std
12,64,1:1,5625598.37398374,68714.41684863831
12,64,1:3,11714487.520325204,336375.97766804683
12,64,1:6,12403324.51219512,28700.84114002868
12,64,1:9,12484293.008130081,157060.4266480724
