client,worker,ratio,sharded,queueLength,queueLength_std
12,64,1:1,true,1.5013440684338313,0.017496172393423694
12,64,1:1,false,1.5591826923018857,0.023378521632158693
12,64,1:3,true,1.5537078341782646,0.012140341308227253
12,64,1:3,false,1.4744555680903522,0.06452749063900207
12,64,1:6,true,1.6021507051649635,0.007786448753952596
12,64,1:6,false,1.4717771578495171,0.016080386317568335
12,64,1:9,true,1.6101388696142616,0.0018334586916216662
12,64,1:9,false,1.5174628368905665,0.007354251777142708
