client,worker,sharded,netsend_mean,netsend_std
12,64,1:1,5902209.479674797,48553.74938609042
12,64,1:3,11677107.894308945,277890.50011827686
12,64,1:6,12498963.317073172,4415.223163014454
12,64,1:9,12526240.504065042,11794.46594476466
