client,worker,sharded,netrecv_mean,netrecv_std
12,64,1:1,16288066.390243903,63534.99119900166
12,64,1:3,23506228.609756097,504664.87214057444
12,64,1:6,21844418.77235772,81412.23065840066
12,64,1:9,20802023.04878049,31399.460009148268
