mw,sharded,ratio,rep,latency,weight
1,true,1:6,1,1,0
1,true,1:6,1,2,0
1,true,1:6,1,3,0
1,true,1:6,1,4,1
1,true,1:6,1,5,35
1,true,1:6,1,6,269
1,true,1:6,1,7,1092
1,true,1:6,1,8,2200
1,true,1:6,1,9,3144
1,true,1:6,1,10,3515
1,true,1:6,1,11,3437
1,true,1:6,1,12,2920
1,true,1:6,1,13,2197
1,true,1:6,1,14,1702
1,true,1:6,1,15,1173
1,true,1:6,1,16,861
1,true,1:6,1,17,621
1,true,1:6,1,18,453
1,true,1:6,1,19,381
1,true,1:6,1,20,312
1,true,1:6,1,21,236
1,true,1:6,1,22,225
1,true,1:6,1,23,223
1,true,1:6,1,24,160
1,true,1:6,1,25,145
1,true,1:6,1,26,156
1,true,1:6,1,27,135
1,true,1:6,1,28,138
1,true,1:6,1,29,144
1,true,1:6,1,30,133
1,true,1:6,1,31,108
1,true,1:6,1,32,116
1,true,1:6,1,33,106
1,true,1:6,1,34,110
1,true,1:6,1,35,125
1,true,1:6,1,36,100
1,true,1:6,1,37,126
1,true,1:6,1,38,100
1,true,1:6,1,39,100
1,true,1:6,1,40,96
1,true,1:6,1,41,104
1,true,1:6,1,42,96
1,true,1:6,1,43,107
1,true,1:6,1,44,108
1,true,1:6,1,45,100
1,true,1:6,1,46,99
1,true,1:6,1,47,100
1,true,1:6,1,48,107
1,true,1:6,1,49,121
1,true,1:6,1,50,106
1,true,1:6,1,51,115
1,true,1:6,1,52,117
1,true,1:6,1,53,107
1,true,1:6,1,54,106
1,true,1:6,1,55,102
1,true,1:6,1,56,102
1,true,1:6,1,57,100
1,true,1:6,1,58,111
1,true,1:6,1,59,114
1,true,1:6,1,60,80
1,true,1:6,1,61,104
1,true,1:6,1,62,81
1,true,1:6,1,63,102
1,true,1:6,1,64,106
1,true,1:6,1,65,106
1,true,1:6,1,66,102
1,true,1:6,1,67,127
1,true,1:6,1,68,118
1,true,1:6,1,69,130
1,true,1:6,1,70,98
1,true,1:6,1,71,111
1,true,1:6,1,72,136
1,true,1:6,1,73,126
1,true,1:6,1,74,131
1,true,1:6,1,75,122
1,true,1:6,1,76,135
1,true,1:6,1,77,141
1,true,1:6,1,78,140
1,true,1:6,1,79,127
1,true,1:6,1,80,128
1,true,1:6,1,81,124
1,true,1:6,1,82,112
1,true,1:6,1,83,139
1,true,1:6,1,84,171
1,true,1:6,1,85,191
1,true,1:6,1,86,139
1,true,1:6,1,87,154
1,true,1:6,1,88,186
1,true,1:6,1,89,203
1,true,1:6,1,90,206
1,true,1:6,1,91,195
1,true,1:6,1,92,219
1,true,1:6,1,93,215
1,true,1:6,1,94,254
1,true,1:6,1,95,288
1,true,1:6,1,96,278
1,true,1:6,1,97,276
1,true,1:6,1,98,259
1,true,1:6,1,99,325
1,true,1:6,1,100,321
1,true,1:6,1,101,347
1,true,1:6,1,102,402
1,true,1:6,1,103,457
1,true,1:6,1,104,473
1,true,1:6,1,105,384
1,true,1:6,1,106,467
1,true,1:6,1,107,388
1,true,1:6,1,108,370
1,true,1:6,1,109,323
1,true,1:6,1,110,304
1,true,1:6,1,111,322
1,true,1:6,1,112,278
1,true,1:6,1,113,249
1,true,1:6,1,114,251
1,true,1:6,1,115,215
1,true,1:6,1,116,169
1,true,1:6,1,117,174
1,true,1:6,1,118,179
1,true,1:6,1,119,117
1,true,1:6,1,120,114
1,true,1:6,1,121,80
1,true,1:6,1,122,64
1,true,1:6,1,123,48
1,true,1:6,1,124,29
1,true,1:6,1,125,29
1,true,1:6,1,126,21
1,true,1:6,1,127,18
1,true,1:6,1,128,15
1,true,1:6,1,129,19
1,true,1:6,1,130,6
1,true,1:6,1,131,10
1,true,1:6,1,132,17
1,true,1:6,1,133,16
1,true,1:6,1,134,13
1,true,1:6,1,135,7
1,true,1:6,1,136,8
1,true,1:6,1,137,10
1,true,1:6,1,138,3
1,true,1:6,1,139,2
1,true,1:6,1,140,2
1,true,1:6,1,141,3
1,true,1:6,1,142,4
1,true,1:6,1,143,3
1,true,1:6,1,144,3
1,true,1:6,1,145,4
1,true,1:6,1,146,3
1,true,1:6,1,147,6
1,true,1:6,1,148,6
1,true,1:6,1,149,3
1,true,1:6,1,150,1
1,true,1:6,1,151,3
1,true,1:6,1,152,6
1,true,1:6,1,153,4
1,true,1:6,1,154,3
1,true,1:6,1,155,1
1,true,1:6,1,156,2
1,true,1:6,1,157,2
1,true,1:6,1,158,4
1,true,1:6,1,159,2
1,true,1:6,1,160,1
1,true,1:6,1,161,0
1,true,1:6,1,162,1
1,true,1:6,1,163,4
1,true,1:6,1,164,3
1,true,1:6,1,165,1
1,true,1:6,1,166,0
1,true,1:6,1,167,1
1,true,1:6,1,168,0
1,true,1:6,1,169,1
1,true,1:6,1,170,0
1,true,1:6,1,171,1
1,true,1:6,1,172,3
1,true,1:6,1,173,0
1,true,1:6,1,174,2
1,true,1:6,1,175,1
1,true,1:6,1,176,0
1,true,1:6,1,177,1
1,true,1:6,1,178,1
1,true,1:6,1,179,1
1,true,1:6,1,180,0
1,true,1:6,1,181,0
1,true,1:6,1,182,1
1,true,1:6,1,183,0
1,true,1:6,1,184,0
1,true,1:6,1,185,2
1,true,1:6,1,186,2
1,true,1:6,1,187,2
1,true,1:6,1,188,2
1,true,1:6,1,189,0
1,true,1:6,1,190,2
1,true,1:6,1,191,0
1,true,1:6,1,192,0
1,true,1:6,1,193,0
1,true,1:6,1,194,0
1,true,1:6,1,195,1
1,true,1:6,1,196,0
1,true,1:6,1,197,1
1,true,1:6,1,198,0
1,true,1:6,1,199,2
1,true,1:6,1,200,2
2,true,1:6,1,1,0
2,true,1:6,1,2,0
2,true,1:6,1,3,0
2,true,1:6,1,4,0
2,true,1:6,1,5,46
2,true,1:6,1,6,386
2,true,1:6,1,7,1227
2,true,1:6,1,8,2365
2,true,1:6,1,9,3331
2,true,1:6,1,10,3902
2,true,1:6,1,11,3691
2,true,1:6,1,12,3161
2,true,1:6,1,13,2379
2,true,1:6,1,14,1654
2,true,1:6,1,15,1207
2,true,1:6,1,16,836
2,true,1:6,1,17,553
2,true,1:6,1,18,433
2,true,1:6,1,19,351
2,true,1:6,1,20,264
2,true,1:6,1,21,225
2,true,1:6,1,22,219
2,true,1:6,1,23,189
2,true,1:6,1,24,167
2,true,1:6,1,25,164
2,true,1:6,1,26,160
2,true,1:6,1,27,115
2,true,1:6,1,28,125
2,true,1:6,1,29,123
2,true,1:6,1,30,115
2,true,1:6,1,31,91
2,true,1:6,1,32,117
2,true,1:6,1,33,90
2,true,1:6,1,34,100
2,true,1:6,1,35,114
2,true,1:6,1,36,112
2,true,1:6,1,37,110
2,true,1:6,1,38,96
2,true,1:6,1,39,114
2,true,1:6,1,40,115
2,true,1:6,1,41,106
2,true,1:6,1,42,115
2,true,1:6,1,43,123
2,true,1:6,1,44,115
2,true,1:6,1,45,103
2,true,1:6,1,46,97
2,true,1:6,1,47,102
2,true,1:6,1,48,100
2,true,1:6,1,49,119
2,true,1:6,1,50,100
2,true,1:6,1,51,98
2,true,1:6,1,52,119
2,true,1:6,1,53,97
2,true,1:6,1,54,90
2,true,1:6,1,55,97
2,true,1:6,1,56,111
2,true,1:6,1,57,97
2,true,1:6,1,58,105
2,true,1:6,1,59,85
2,true,1:6,1,60,107
2,true,1:6,1,61,78
2,true,1:6,1,62,110
2,true,1:6,1,63,101
2,true,1:6,1,64,92
2,true,1:6,1,65,115
2,true,1:6,1,66,118
2,true,1:6,1,67,130
2,true,1:6,1,68,116
2,true,1:6,1,69,113
2,true,1:6,1,70,114
2,true,1:6,1,71,118
2,true,1:6,1,72,121
2,true,1:6,1,73,115
2,true,1:6,1,74,111
2,true,1:6,1,75,120
2,true,1:6,1,76,120
2,true,1:6,1,77,118
2,true,1:6,1,78,132
2,true,1:6,1,79,107
2,true,1:6,1,80,124
2,true,1:6,1,81,130
2,true,1:6,1,82,116
2,true,1:6,1,83,123
2,true,1:6,1,84,150
2,true,1:6,1,85,132
2,true,1:6,1,86,147
2,true,1:6,1,87,186
2,true,1:6,1,88,190
2,true,1:6,1,89,172
2,true,1:6,1,90,161
2,true,1:6,1,91,223
2,true,1:6,1,92,216
2,true,1:6,1,93,255
2,true,1:6,1,94,242
2,true,1:6,1,95,250
2,true,1:6,1,96,249
2,true,1:6,1,97,306
2,true,1:6,1,98,300
2,true,1:6,1,99,351
2,true,1:6,1,100,363
2,true,1:6,1,101,366
2,true,1:6,1,102,418
2,true,1:6,1,103,489
2,true,1:6,1,104,484
2,true,1:6,1,105,515
2,true,1:6,1,106,495
2,true,1:6,1,107,459
2,true,1:6,1,108,440
2,true,1:6,1,109,448
2,true,1:6,1,110,377
2,true,1:6,1,111,370
2,true,1:6,1,112,360
2,true,1:6,1,113,329
2,true,1:6,1,114,266
2,true,1:6,1,115,253
2,true,1:6,1,116,201
2,true,1:6,1,117,149
2,true,1:6,1,118,118
2,true,1:6,1,119,120
2,true,1:6,1,120,81
2,true,1:6,1,121,67
2,true,1:6,1,122,69
2,true,1:6,1,123,59
2,true,1:6,1,124,36
2,true,1:6,1,125,25
2,true,1:6,1,126,28
2,true,1:6,1,127,25
2,true,1:6,1,128,16
2,true,1:6,1,129,9
