client,mw,sharded,ratio,latency,weight
2,1,true,1:6,9,0
2,1,true,1:6,10,0.29
2,1,true,1:6,11,0.96
2,1,true,1:6,12,3.28
2,1,true,1:6,13,6.880000000000001
2,1,true,1:6,14,10.92
2,1,true,1:6,15,14.750000000000002
2,1,true,1:6,16,17.78
2,1,true,1:6,17,18.15
2,1,true,1:6,18,17.95
2,1,true,1:6,19,16.100000000000005
2,1,true,1:6,20,13.619999999999997
2,1,true,1:6,21,11.269999999999996
2,1,true,1:6,22,8.170000000000002
2,1,true,1:6,23,6.520000000000003
2,1,true,1:6,24,4.969999999999999
2,1,true,1:6,25,3.9399999999999977
2,1,true,1:6,26,3.3300000000000054
2,1,true,1:6,27,2.4799999999999898
2,1,true,1:6,28,2.5300000000000082
2,1,true,1:6,29,2.200000000000003
2,1,true,1:6,30,1.740000000000002
2,1,true,1:6,31,1.5999999999999943
2,1,true,1:6,32,1.6099999999999994
2,1,true,1:6,33,1.3200000000000003
2,1,true,1:6,34,1.0900000000000034
2,1,true,1:6,35,1.1199999999999974
2,1,true,1:6,36,1.0799999999999983
2,1,true,1:6,37,1.1000000000000014
2,1,true,1:6,38,1.019999999999996
2,1,true,1:6,39,0.990000000000002
2,1,true,1:6,40,1.0200000000000031
2,1,true,1:6,41,0.9199999999999946
2,1,true,1:6,42,0.8699999999999974
2,1,true,1:6,43,0.8600000000000065
2,1,true,1:6,44,0.8699999999999974
2,1,true,1:6,45,0.7800000000000011
2,1,true,1:6,46,0.9299999999999997
2,1,true,1:6,47,0.9200000000000017
2,1,true,1:6,48,0.9799999999999969
2,1,true,1:6,49,0.9800000000000111
2,1,true,1:6,50,0.8499999999999872
2,1,true,1:6,51,0.9600000000000009
2,1,true,1:6,52,0.9000000000000057
2,1,true,1:6,53,0.8700000000000045
2,1,true,1:6,54,0.8500000000000014
2,1,true,1:6,55,1.1599999999999824
2,1,true,1:6,56,0.9000000000000057
2,1,true,1:6,57,1.0500000000000114
2,1,true,1:6,58,0.9399999999999835
2,1,true,1:6,59,1.0700000000000074
2,1,true,1:6,60,1.079999999999984
2,1,true,1:6,61,1.0200000000000244
2,1,true,1:6,62,1.009999999999991
2,1,true,1:6,63,1.0300000000000153
2,1,true,1:6,64,0.9699999999999847
2,1,true,1:6,65,0.9300000000000068
2,1,true,1:6,66,0.9399999999999977
2,1,true,1:6,67,1.019999999999996
2,1,true,1:6,68,0.8600000000000136
2,1,true,1:6,69,0.9399999999999835
2,1,true,1:6,70,1.0100000000000051
2,1,true,1:6,71,0.9300000000000068
2,1,true,1:6,72,0.7599999999999909
2,1,true,1:6,73,1.0800000000000125
2,1,true,1:6,74,1.009999999999991
2,1,true,1:6,75,1.039999999999992
2,1,true,1:6,76,1.0000000000000142
2,1,true,1:6,77,0.8299999999999983
2,1,true,1:6,78,0.9999999999999858
2,1,true,1:6,79,0.9500000000000028
2,1,true,1:6,80,1.0800000000000125
2,1,true,1:6,81,1.0700000000000074
2,1,true,1:6,82,1.0599999999999739
2,1,true,1:6,83,0.8900000000000006
2,1,true,1:6,84,0.9300000000000068
2,1,true,1:6,85,1.0
2,1,true,1:6,86,1.0
2,1,true,1:6,87,0.8800000000000097
2,1,true,1:6,88,1.039999999999992
2,1,true,1:6,89,0.9099999999999966
2,1,true,1:6,90,1.1200000000000045
2,1,true,1:6,91,1.2600000000000051
2,1,true,1:6,92,1.1899999999999977
2,1,true,1:6,93,1.0
2,1,true,1:6,94,1.2999999999999972
2,1,true,1:6,95,1.2199999999999847
2,1,true,1:6,96,1.450000000000017
2,1,true,1:6,97,1.4699999999999989
2,1,true,1:6,98,1.3599999999999994
2,1,true,1:6,99,1.5999999999999943
2,1,true,1:6,100,1.5999999999999943
3,1,true,1:6,1,0
3,1,true,1:6,2,0
3,1,true,1:6,3,0
3,1,true,1:6,4,0
3,1,true,1:6,5,0
3,1,true,1:6,6,0
3,1,true,1:6,7,0
3,1,true,1:6,8,0
3,1,true,1:6,9,0.04
3,1,true,1:6,10,1.0200000000000002
3,1,true,1:6,11,2.97
3,1,true,1:6,12,6.569999999999999
3,1,true,1:6,13,11.84
3,1,true,1:6,14,16.029999999999998
3,1,true,1:6,15,19.7
3,1,true,1:6,16,19.82
3,1,true,1:6,17,18.51
3,1,true,1:6,18,17.089999999999996
3,1,true,1:6,19,14.100000000000001
3,1,true,1:6,20,11.260000000000005
3,1,true,1:6,21,8.43999999999999
3,1,true,1:6,22,6.690000000000005
3,1,true,1:6,23,4.960000000000001
3,1,true,1:6,24,3.740000000000002
3,1,true,1:6,25,3.1000000000000014
3,1,true,1:6,26,2.259999999999998
3,1,true,1:6,27,1.9600000000000009
3,1,true,1:6,28,1.7600000000000051
3,1,true,1:6,29,1.789999999999985
3,1,true,1:6,30,1.6000000000000085
3,1,true,1:6,31,1.1899999999999906
3,1,true,1:6,32,1.1500000000000057
3,1,true,1:6,33,1.1000000000000014
3,1,true,1:6,34,1.039999999999992
3,1,true,1:6,35,0.8700000000000117
3,1,true,1:6,36,0.8199999999999932
3,1,true,1:6,37,0.8700000000000045
3,1,true,1:6,38,0.7900000000000063
3,1,true,1:6,39,0.8099999999999952
3,1,true,1:6,40,0.8900000000000006
3,1,true,1:6,41,0.8899999999999935
3,1,true,1:6,42,0.7800000000000011
3,1,true,1:6,43,0.7700000000000031
3,1,true,1:6,44,0.8100000000000023
3,1,true,1:6,45,0.769999999999996
3,1,true,1:6,46,0.7199999999999989
3,1,true,1:6,47,0.8000000000000043
3,1,true,1:6,48,0.720000000000006
3,1,true,1:6,49,0.7799999999999869
3,1,true,1:6,50,0.7400000000000091
3,1,true,1:6,51,0.6999999999999957
3,1,true,1:6,52,0.8200000000000003
3,1,true,1:6,53,0.6900000000000119
3,1,true,1:6,54,0.9599999999999937
3,1,true,1:6,55,0.7999999999999972
3,1,true,1:6,56,0.9699999999999989
3,1,true,1:6,57,0.9500000000000028
3,1,true,1:6,58,0.8599999999999994
3,1,true,1:6,59,1.0900000000000034
3,1,true,1:6,60,0.8599999999999852
3,1,true,1:6,61,0.9700000000000131
3,1,true,1:6,62,0.8799999999999955
3,1,true,1:6,63,0.8199999999999932
3,1,true,1:6,64,0.9000000000000057
3,1,true,1:6,65,0.8500000000000085
3,1,true,1:6,66,0.8599999999999852
3,1,true,1:6,67,0.9100000000000108
3,1,true,1:6,68,0.9299999999999926
3,1,true,1:6,69,0.7900000000000063
3,1,true,1:6,70,0.7800000000000011
3,1,true,1:6,71,0.7000000000000028
3,1,true,1:6,72,0.8299999999999841
3,1,true,1:6,73,0.8800000000000097
3,1,true,1:6,74,0.9500000000000028
3,1,true,1:6,75,1.0699999999999932
3,1,true,1:6,76,1.1000000000000085
3,1,true,1:6,77,0.960000000000008
3,1,true,1:6,78,0.9999999999999858
3,1,true,1:6,79,0.8299999999999983
3,1,true,1:6,80,1.0499999999999972
3,1,true,1:6,81,0.9399999999999977
3,1,true,1:6,82,0.8799999999999955
3,1,true,1:6,83,0.9600000000000222
3,1,true,1:6,84,0.9699999999999989
3,1,true,1:6,85,1.0899999999999892
3,1,true,1:6,86,1.0100000000000193
3,1,true,1:6,87,0.8999999999999773
3,1,true,1:6,88,0.8600000000000136
3,1,true,1:6,89,0.9699999999999989
3,1,true,1:6,90,0.9900000000000091
3,1,true,1:6,91,0.9199999999999875
3,1,true,1:6,92,1.009999999999991
3,1,true,1:6,93,1.1400000000000006
3,1,true,1:6,94,1.1599999999999966
3,1,true,1:6,95,1.240000000000009
3,1,true,1:6,96,1.3100000000000023
3,1,true,1:6,97,1.269999999999996
3,1,true,1:6,98,1.2800000000000153
3,1,true,1:6,99,1.5999999999999943
3,1,true,1:6,100,1.5999999999999943
1,2,true,1:6,1,0
1,2,true,1:6,2,0
1,2,true,1:6,3,0
1,2,true,1:6,4,0
1,2,true,1:6,5,0
1,2,true,1:6,6,0
1,2,true,1:6,7,0
1,2,true,1:6,8,0
1,2,true,1:6,9,0.0
1,2,true,1:6,10,0.31000000000000005
1,2,true,1:6,11,1.41
1,2,true,1:6,12,3.94
1,2,true,1:6,13,7.94
1,2,true,1:6,14,12.5
1,2,true,1:6,15,17.75
1,2,true,1:6,16,19.130000000000003
1,2,true,1:6,17,21.29
1,2,true,1:6,18,20.2
1,2,true,1:6,19,16.879999999999995
1,2,true,1:6,20,13.370000000000005
1,2,true,1:6,21,10.219999999999999
1,2,true,1:6,22,7.740000000000002
1,2,true,1:6,23,5.6299999999999955
1,2,true,1:6,24,4.180000000000007
1,2,true,1:6,25,3.499999999999993
1,2,true,1:6,26,2.750000000000007
1,2,true,1:6,27,2.249999999999993
1,2,true,1:6,28,1.8600000000000065
1,2,true,1:6,29,1.5399999999999991
1,2,true,1:6,30,1.3000000000000043
1,2,true,1:6,31,1.3699999999999974
1,2,true,1:6,32,1.1899999999999977
1,2,true,1:6,33,1.0799999999999983
1,2,true,1:6,34,1.0300000000000011
1,2,true,1:6,35,0.8800000000000026
1,2,true,1:6,36,0.9600000000000009
1,2,true,1:6,37,0.8999999999999986
1,2,true,1:6,38,0.9199999999999946
1,2,true,1:6,39,0.6899999999999977
1,2,true,1:6,40,0.8400000000000034
1,2,true,1:6,41,0.8000000000000043
1,2,true,1:6,42,0.7600000000000051
1,2,true,1:6,43,0.6799999999999997
1,2,true,1:6,44,0.7199999999999918
1,2,true,1:6,45,0.759999999999998
1,2,true,1:6,46,0.8300000000000054
1,2,true,1:6,47,0.8099999999999952
1,2,true,1:6,48,0.8700000000000117
1,2,true,1:6,49,0.8199999999999932
1,2,true,1:6,50,0.8399999999999963
1,2,true,1:6,51,0.8099999999999881
1,2,true,1:6,52,0.8400000000000176
1,2,true,1:6,53,0.7399999999999807
1,2,true,1:6,54,0.8300000000000125
1,2,true,1:6,55,0.9599999999999937
1,2,true,1:6,56,0.9100000000000108
1,2,true,1:6,57,0.8899999999999864
1,2,true,1:6,58,0.9400000000000119
1,2,true,1:6,59,0.980000000000004
1,2,true,1:6,60,1.009999999999991
1,2,true,1:6,61,0.9400000000000119
1,2,true,1:6,62,0.9899999999999949
1,2,true,1:6,63,0.8100000000000165
1,2,true,1:6,64,0.9299999999999926
1,2,true,1:6,65,0.8499999999999801
1,2,true,1:6,66,0.8900000000000148
1,2,true,1:6,67,0.8799999999999955
1,2,true,1:6,68,0.8999999999999915
1,2,true,1:6,69,0.8900000000000006
1,2,true,1:6,70,0.7800000000000011
1,2,true,1:6,71,0.7600000000000051
1,2,true,1:6,72,0.7999999999999972
1,2,true,1:6,73,0.9200000000000017
1,2,true,1:6,74,0.8299999999999983
1,2,true,1:6,75,0.9099999999999966
1,2,true,1:6,76,0.8200000000000074
1,2,true,1:6,77,0.8999999999999915
1,2,true,1:6,78,0.7999999999999972
1,2,true,1:6,79,0.8700000000000188
1,2,true,1:6,80,0.8200000000000074
1,2,true,1:6,81,0.7599999999999767
1,2,true,1:6,82,0.6300000000000097
1,2,true,1:6,83,0.7799999999999869
1,2,true,1:6,84,0.75
1,2,true,1:6,85,0.7500000000000142
1,2,true,1:6,86,0.7000000000000028
1,2,true,1:6,87,0.8099999999999881
1,2,true,1:6,88,0.7999999999999972
1,2,true,1:6,89,0.8900000000000148
1,2,true,1:6,90,0.9500000000000028
1,2,true,1:6,91,0.9799999999999898
1,2,true,1:6,92,1.1299999999999955
1,2,true,1:6,93,1.0600000000000165
1,2,true,1:6,94,1.1199999999999903
1,2,true,1:6,95,1.1599999999999966
1,2,true,1:6,96,1.2199999999999847
1,2,true,1:6,97,1.3200000000000216
1,2,true,1:6,98,1.4199999999999875
1,2,true,1:6,99,1.5700000000000074
1,2,true,1:6,100,1.5700000000000074
2,2,true,1:6,1,0
2,2,true,1:6,2,0
2,2,true,1:6,3,0
2,2,true,1:6,4,0
2,2,true,1:6,5,0
2,2,true,1:6,6,0
2,2,true,1:6,7,0
2,2,true,1:6,8,0
2,2,true,1:6,9,0.01
2,2,true,1:6,10,0.56
2,2,true,1:6,11,1.86
2,2,true,1:6,12,4.71
2,2,true,1:6,13,8.49
2,2,true,1:6,14,12.780000000000001
2,2,true,1:6,15,16.950000000000003
2,2,true,1:6,16,19.119999999999997
2,2,true,1:6,17,20.340000000000003
2,2,true,1:6,18,18.14
2,2,true,1:6,19,15.96
2,2,true,1:6,20,12.899999999999999
2,2,true,1:6,21,9.850000000000001
2,2,true,1:6,22,7.759999999999998
2,2,true,1:6,23,5.679999999999993
2,2,true,1:6,24,4.420000000000016
2,2,true,1:6,25,3.589999999999989
2,2,true,1:6,26,3.0600000000000023
2,2,true,1:6,27,2.3399999999999963
2,2,true,1:6,28,2.1500000000000057
2,2,true,1:6,29,1.9899999999999949
2,2,true,1:6,30,1.5799999999999983
2,2,true,1:6,31,1.480000000000004
2,2,true,1:6,32,1.259999999999998
2,2,true,1:6,33,1.1300000000000026
2,2,true,1:6,34,1.0300000000000011
2,2,true,1:6,35,0.8800000000000026
2,2,true,1:6,36,0.8499999999999943
2,2,true,1:6,37,1.0499999999999972
2,2,true,1:6,38,1.0
2,2,true,1:6,39,0.970000000000006
2,2,true,1:6,40,0.7899999999999991
2,2,true,1:6,41,0.8399999999999963
2,2,true,1:6,42,0.7700000000000031
2,2,true,1:6,43,0.7899999999999991
2,2,true,1:6,44,0.9399999999999977
2,2,true,1:6,45,0.8999999999999986
2,2,true,1:6,46,0.7900000000000063
2,2,true,1:6,47,0.8400000000000034
2,2,true,1:6,48,0.990000000000002
2,2,true,1:6,49,0.8799999999999955
2,2,true,1:6,50,0.8299999999999983
2,2,true,1:6,51,0.8700000000000117
2,2,true,1:6,52,0.7899999999999849
2,2,true,1:6,53,0.6800000000000068
2,2,true,1:6,54,0.6899999999999977
2,2,true,1:6,55,0.8099999999999881
2,2,true,1:6,56,0.8299999999999983
2,2,true,1:6,57,0.8900000000000148
2,2,true,1:6,58,0.9000000000000057
2,2,true,1:6,59,1.009999999999991
2,2,true,1:6,60,1.0300000000000011
2,2,true,1:6,61,0.7799999999999869
2,2,true,1:6,62,0.950000000000017
2,2,true,1:6,63,1.0
2,2,true,1:6,64,1.029999999999987
2,2,true,1:6,65,0.9100000000000108
2,2,true,1:6,66,0.9099999999999966
2,2,true,1:6,67,0.9000000000000199
2,2,true,1:6,68,0.9099999999999682
2,2,true,1:6,69,0.8900000000000148
2,2,true,1:6,70,0.9000000000000057
2,2,true,1:6,71,0.9499999999999886
2,2,true,1:6,72,0.8500000000000085
2,2,true,1:6,73,0.7099999999999937
2,2,true,1:6,74,0.8599999999999852
2,2,true,1:6,75,0.6900000000000119
2,2,true,1:6,76,1.0600000000000023
2,2,true,1:6,77,1.019999999999996
2,2,true,1:6,78,0.7300000000000182
2,2,true,1:6,79,1.029999999999987
2,2,true,1:6,80,0.9300000000000068
2,2,true,1:6,81,0.8299999999999983
2,2,true,1:6,82,0.9300000000000068
2,2,true,1:6,83,0.8999999999999915
2,2,true,1:6,84,0.8799999999999812
2,2,true,1:6,85,0.7500000000000142
2,2,true,1:6,86,0.75
2,2,true,1:6,87,0.9300000000000068
2,2,true,1:6,88,0.8199999999999932
2,2,true,1:6,89,0.9300000000000068
2,2,true,1:6,90,0.9599999999999937
2,2,true,1:6,91,0.8799999999999955
2,2,true,1:6,92,1.0500000000000114
2,2,true,1:6,93,0.9499999999999886
2,2,true,1:6,94,1.0100000000000051
2,2,true,1:6,95,1.279999999999987
2,2,true,1:6,96,1.210000000000008
2,2,true,1:6,97,1.3800000000000097
2,2,true,1:6,98,1.5
2,2,true,1:6,99,1.5
2,2,true,1:6,100,1.5
3,2,true,1:6,1,0
3,2,true,1:6,2,0
3,2,true,1:6,3,0
3,2,true,1:6,4,0
3,2,true,1:6,5,0
3,2,true,1:6,6,0
3,2,true,1:6,7,0
3,2,true,1:6,8,0
3,2,true,1:6,9,0.06
3,2,true,1:6,10,1.4500000000000004
3,2,true,1:6,11,4.279999999999999
3,2,true,1:6,12,8.52
3,2,true,1:6,13,14.059999999999999
3,2,true,1:6,14,17.630000000000003
3,2,true,1:6,15,20.919999999999995
3,2,true,1:6,16,20.730000000000004
3,2,true,1:6,17,18.86
3,2,true,1:6,18,17.049999999999997
3,2,true,1:6,19,13.39
3,2,true,1:6,20,10.150000000000006
3,2,true,1:6,21,7.769999999999996
3,2,true,1:6,22,5.150000000000006
3,2,true,1:6,23,4.229999999999997
3,2,true,1:6,24,3.259999999999998
3,2,true,1:6,25,2.460000000000001
3,2,true,1:6,26,2.309999999999995
3,2,true,1:6,27,1.8299999999999983
3,2,true,1:6,28,1.6000000000000014
3,2,true,1:6,29,1.4400000000000048
3,2,true,1:6,30,1.2800000000000011
3,2,true,1:6,31,1.0799999999999983
3,2,true,1:6,32,1.0399999999999991
3,2,true,1:6,33,0.9400000000000048
3,2,true,1:6,34,0.779999999999994
3,2,true,1:6,35,0.8900000000000006
3,2,true,1:6,36,0.8600000000000065
3,2,true,1:6,37,0.7299999999999969
3,2,true,1:6,38,0.7199999999999989
3,2,true,1:6,39,0.6500000000000057
3,2,true,1:6,40,0.6499999999999986
3,2,true,1:6,41,0.7399999999999949
3,2,true,1:6,42,0.7600000000000051
3,2,true,1:6,43,0.7199999999999989
3,2,true,1:6,44,0.6899999999999906
3,2,true,1:6,45,0.7400000000000091
3,2,true,1:6,46,0.779999999999994
3,2,true,1:6,47,0.7299999999999969
3,2,true,1:6,48,0.7800000000000082
3,2,true,1:6,49,0.720000000000006
3,2,true,1:6,50,0.7799999999999798
3,2,true,1:6,51,0.70000000000001
3,2,true,1:6,52,0.8399999999999892
3,2,true,1:6,53,0.7500000000000284
3,2,true,1:6,54,1.0399999999999778
3,2,true,1:6,55,0.8800000000000097
3,2,true,1:6,56,0.7999999999999972
3,2,true,1:6,57,0.8599999999999994
3,2,true,1:6,58,0.8999999999999915
3,2,true,1:6,59,0.9200000000000017
3,2,true,1:6,60,1.0000000000000142
3,2,true,1:6,61,0.9099999999999966
3,2,true,1:6,62,0.9199999999999875
3,2,true,1:6,63,1.0200000000000102
3,2,true,1:6,64,1.0699999999999932
3,2,true,1:6,65,0.9200000000000017
3,2,true,1:6,66,0.8599999999999994
3,2,true,1:6,67,0.7600000000000051
3,2,true,1:6,68,0.9399999999999977
3,2,true,1:6,69,0.8900000000000006
3,2,true,1:6,70,0.769999999999996
3,2,true,1:6,71,0.7800000000000011
3,2,true,1:6,72,0.7299999999999898
3,2,true,1:6,73,0.730000000000004
3,2,true,1:6,74,0.7999999999999972
3,2,true,1:6,75,0.8800000000000097
3,2,true,1:6,76,0.7600000000000051
3,2,true,1:6,77,0.9200000000000017
3,2,true,1:6,78,1.0200000000000102
3,2,true,1:6,79,0.859999999999971
3,2,true,1:6,80,0.8500000000000085
3,2,true,1:6,81,0.8400000000000176
3,2,true,1:6,82,0.6799999999999784
3,2,true,1:6,83,0.8100000000000165
3,2,true,1:6,84,0.6099999999999994
3,2,true,1:6,85,0.9399999999999977
3,2,true,1:6,86,0.789999999999992
3,2,true,1:6,87,0.8100000000000023
3,2,true,1:6,88,0.7199999999999989
3,2,true,1:6,89,0.7800000000000011
3,2,true,1:6,90,0.8700000000000045
3,2,true,1:6,91,0.8899999999999864
3,2,true,1:6,92,0.8400000000000176
3,2,true,1:6,93,0.8999999999999915
3,2,true,1:6,94,0.950000000000017
3,2,true,1:6,95,1.1499999999999773
3,2,true,1:6,96,1.2900000000000063
3,2,true,1:6,97,1.2199999999999847
3,2,true,1:6,98,1.420000000000016
3,2,true,1:6,99,1.440000000000012
3,2,true,1:6,100,1.440000000000012
1,1,false,1:6,1,0
1,1,false,1:6,2,0
1,1,false,1:6,3,0
1,1,false,1:6,4,0
1,1,false,1:6,5,0
1,1,false,1:6,6,0
1,1,false,1:6,7,0
1,1,false,1:6,8,0
1,1,false,1:6,9,0.03
1,1,false,1:6,10,0.8500000000000001
1,1,false,1:6,11,2.9499999999999997
1,1,false,1:6,12,5.76
1,1,false,1:6,13,10.379999999999999
1,1,false,1:6,14,14.280000000000001
1,1,false,1:6,15,17.79
1,1,false,1:6,16,20.39
1,1,false,1:6,17,20.189999999999998
1,1,false,1:6,18,19.21
1,1,false,1:6,19,18.03
1,1,false,1:6,20,15.440000000000005
1,1,false,1:6,21,13.609999999999992
1,1,false,1:6,22,11.25
1,1,false,1:6,23,9.25
1,1,false,1:6,24,7.140000000000001
1,1,false,1:6,25,6.5800000000000125
1,1,false,1:6,26,5.169999999999973
1,1,false,1:6,27,4.230000000000018
1,1,false,1:6,28,3.4799999999999898
1,1,false,1:6,29,2.6200000000000188
1,1,false,1:6,30,2.3699999999999903
1,1,false,1:6,31,2.069999999999993
1,1,false,1:6,32,1.5900000000000176
1,1,false,1:6,33,1.6399999999999864
1,1,false,1:6,34,1.3400000000000034
1,1,false,1:6,35,1.0999999999999943
1,1,false,1:6,36,0.8900000000000006
1,1,false,1:6,37,0.7200000000000131
1,1,false,1:6,38,1.019999999999996
1,1,false,1:6,39,0.7999999999999972
1,1,false,1:6,40,0.8399999999999892
1,1,false,1:6,41,0.8399999999999892
1,1,false,1:6,42,0.9700000000000131
1,1,false,1:6,43,1.0799999999999983
1,1,false,1:6,44,1.1800000000000068
1,1,false,1:6,45,1.1099999999999994
1,1,false,1:6,46,1.0999999999999943
1,1,false,1:6,47,0.9600000000000222
1,1,false,1:6,48,0.9499999999999886
1,1,false,1:6,49,0.8299999999999983
1,1,false,1:6,50,0.8800000000000097
1,1,false,1:6,51,0.8700000000000045
1,1,false,1:6,52,0.7799999999999869
1,1,false,1:6,53,0.7400000000000091
1,1,false,1:6,54,0.7499999999999858
1,1,false,1:6,55,0.7399999999999949
1,1,false,1:6,56,0.6099999999999994
1,1,false,1:6,57,0.6800000000000068
1,1,false,1:6,58,0.5700000000000074
1,1,false,1:6,59,0.6799999999999784
1,1,false,1:6,60,0.5300000000000153
1,1,false,1:6,61,0.5499999999999972
1,1,false,1:6,62,0.7000000000000028
1,1,false,1:6,63,0.730000000000004
1,1,false,1:6,64,0.6800000000000068
1,1,false,1:6,65,0.6699999999999875
1,1,false,1:6,66,0.6200000000000045
1,1,false,1:6,67,0.5
1,1,false,1:6,68,0.5099999999999909
1,1,false,1:6,69,0.5800000000000125
1,1,false,1:6,70,0.5599999999999881
1,1,false,1:6,71,0.5600000000000023
1,1,false,1:6,72,0.5099999999999909
1,1,false,1:6,73,0.4000000000000199
1,1,false,1:6,74,0.5700000000000074
1,1,false,1:6,75,0.4899999999999807
1,1,false,1:6,76,0.46999999999999886
1,1,false,1:6,77,0.5100000000000051
1,1,false,1:6,78,0.5200000000000102
1,1,false,1:6,79,0.5099999999999909
1,1,false,1:6,80,0.4300000000000068
1,1,false,1:6,81,0.4399999999999977
1,1,false,1:6,82,0.5100000000000051
1,1,false,1:6,83,0.46999999999997044
1,1,false,1:6,84,0.4800000000000324
1,1,false,1:6,85,0.519999999999996
1,1,false,1:6,86,0.47999999999998977
1,1,false,1:6,87,0.5300000000000011
1,1,false,1:6,88,0.6199999999999903
1,1,false,1:6,89,0.5600000000000165
1,1,false,1:6,90,0.4999999999999858
1,1,false,1:6,91,0.5200000000000102
1,1,false,1:6,92,0.45999999999999375
1,1,false,1:6,93,0.5799999999999983
1,1,false,1:6,94,0.5
1,1,false,1:6,95,0.45999999999999375
1,1,false,1:6,96,0.680000000000021
1,1,false,1:6,97,0.6299999999999955
1,1,false,1:6,98,0.6399999999999864
1,1,false,1:6,99,0.7700000000000244
1,1,false,1:6,100,0.7700000000000244
2,1,false,1:6,1,0
2,1,false,1:6,2,0
2,1,false,1:6,3,0
2,1,false,1:6,4,0
2,1,false,1:6,5,0
2,1,false,1:6,6,0
2,1,false,1:6,7,0
