client,worker,ratio,sharded_rt_mean,sharded_rt_std,nonsharded_rt_mean,nonsharded_rt_std
12,64,1:1,1.46,0.006804138174397874,1.4955555555555557,0.0363708606740731
12,64,1:3,2.3983333333333334,0.08505989175390025,1.97,0.08486372518250555
12,64,1:6,4.821666666666666,0.05572751165766815,3.9688888888888894,0.023895347964007038
12,64,1:9,7.828333333333333,0.004082482904638543,5.844444444444445,0.03402976184691909
