client,worker,sharded,netsend_mean,netsend_std
12,64,1:1,5471229.211382113,66879.76131753353
12,64,1:3,3905801.1951219514,111982.99937340962
12,64,1:6,2098146.178861789,4853.709741786994
12,64,1:9,1424908.5040650405,17588.636025431628
