client,worker,write_netthreadTime,write_queueTime,write_workerPreTime,write_memcachedRTT,write_workerPostTime
6,8,0.02428245195907498,0.08284402883575066,0.012081923348342455,1.0280119951630688,0.027916267966743024
6,16,0.024574202265364786,0.07804679144828387,0.012764987947214007,1.013565108714544,0.028722382920634296
6,32,0.025226448016730473,0.07755178748626264,0.013127742228979283,1.0159119704416961,0.02854607640791273
6,64,0.025225345543809122,0.07926370065487397,0.01332658697123138,0.9875540787908932,0.027314866658438252
24,8,0.022984948595895765,0.5420739172198349,0.011954807747198105,1.670361134358112,0.033615432230635824
24,16,0.023805520618761445,0.13529219206558318,0.015149071183682014,1.9780166154397587,0.03503957983769319
24,32,0.022156263401411608,0.1341170341706224,0.013937642444192605,2.0265470445944636,0.033308390901708715
24,64,0.024980676321214357,0.13114864729410594,0.01574964377686623,2.026623543247623,0.03589869631493816
48,8,0.021593744439229495,2.9168495754528494,0.011608064996106537,1.707887372756178,0.03836001411989173
48,16,0.027685262392998986,0.7981433939300121,0.019794396769131594,2.586878907370003,0.05006158047809687
48,32,0.03176442123572542,0.19183745236525487,0.02482310913723329,3.3030948710143875,0.053731289982660135
48,64,0.03301604126487847,0.18477677296852327,0.025152763864878164,3.3434332872583696,0.05507238117163112
96,8,0.020363077242879335,8.130865785189366,0.011434634114902467,1.6976248902113857,0.037058716198127
96,16,0.02478565763486512,5.264674303486097,0.02017395611517284,2.9109328606046483,0.0513092187011056
96,32,0.03714990510180621,1.5870590458745497,0.03385814707272041,4.50876377076421,0.08476969845023276
96,64,0.0392398311983504,0.3437889138522369,0.04295581616172827,5.495309724767545,0.08660771152174145
144,8,0.02041337483339912,13.58043744798867,0.010977986237354775,1.7222943266830715,0.03623419309397719
144,16,0.025529461168999668,9.75891792173767,0.021066777227268674,2.9147326432790455,0.05339601983488972
144,32,0.033421146268478724,5.0864332106601955,0.03272674337253522,4.797112007450708,0.08017955351776597
144,64,0.04458025736205986,0.7959953649625652,0.06268597313138652,6.987157899015114,0.14315557894175737
192,8,0.020406100512415887,18.679630677491783,0.010770071918602598,1.6975813040593681,0.03683604178797085
192,16,0.024436690730843095,14.235584269935165,0.019298232178906256,2.9043883802170942,0.05062130705751975
192,32,0.033500403725654306,8.716247011134055,0.032132023857818375,4.775783863206185,0.08149369732690095
192,64,0.04382326422467861,2.7065616305385034,0.060583604080419774,7.774474649044278,0.15595600903768783
288,8,0.022434223890865468,28.385929898827147,0.012497743442868664,1.6971346037304897,0.03958236990702733
288,16,0.02556882842840842,22.544394505183377,0.02153540670356431,2.915230955601814,0.053827238473956686
288,32,0.0353643822630447,15.345345520245218,0.03654917636039134,4.767042003114633,0.08990938347142415
288,64,0.04508244307695956,8.13408332919407,0.06824041169459534,8.00911292762593,0.1776929841024578
