client,worker,cpu_mean,cpu_std
6,8,5.457887323943662,0.10612364236161041
6,16,4.730126760563379,0.635852176385032
6,32,5.402140845070423,0.04390329041138725
6,64,6.191084507042253,0.0071786509290306085
24,8,9.58699061032864,0.038485197229373574
24,16,10.901464788732396,0.06602842238250294
24,32,11.32775117370892,0.15038145345242124
24,64,13.256995305164319,0.18606906601143652
48,8,9.386004694835682,0.2666591277946465
48,16,11.08586854460094,3.2965967765849844
48,32,15.885394366197183,0.0949640677929905
48,64,17.77644131455399,0.3234929189771518
96,8,9.396638497652582,0.26135731761046027
96,16,12.168896713615025,0.24741717214010303
96,32,17.750262910798124,0.3913023733075543
96,64,22.18246009389671,0.3170276122896713
144,8,9.037436619718312,0.09606899879388983
144,16,12.489507042253521,0.165561228151832
144,32,16.724887323943662,0.11837108129798837
144,64,24.63987323943662,0.43598857169564936
192,8,9.626117370892018,0.2203689830800608
192,16,12.714507042253523,0.03869417320312134
192,32,17.02787323943662,0.5468262062314385
192,64,23.849051643192485,0.2205187851274961
288,8,9.963281690140844,0.1898588592382862
288,16,12.480525821596245,0.48334359468958754
288,32,17.04228638497652,0.303263964417865
288,64,23.791596244131455,0.6719486887507632
