latency,weight
1,0
2,0
3,0
4,134
5,6773
6,35386
7,52556
8,43477
9,28351
10,17911
11,11835
12,8387
13,6142
14,4661
15,3542
16,2861
17,2309
18,1784
19,1521
20,1250
21,1050
22,933
23,774
24,707
25,656
26,568
27,513
28,453
29,455
30,423
31,402
32,371
33,314
34,252
35,297
36,242
37,223
38,251
39,228
40,203
41,242
42,200
43,199
44,219
45,186
46,173
47,180
48,171
49,160
50,141
51,177
52,176
53,155
54,154
55,132
56,128
57,112
58,110
59,115
60,94
61,90
62,71
63,64
64,78
65,66
66,54
67,62
68,60
69,65
70,49
71,44
72,36
73,39
74,45
75,33
76,24
77,27
78,32
79,34
80,28
81,33
82,13
83,23
84,24
85,21
86,22
87,18
88,16
89,10
90,17
91,15
92,8
93,6
94,10
95,7
96,8
97,6
98,10
99,7
100,8
