latency,weight
1,0
2,0
3,0
4,66
5,3212
6,17059
7,27155
8,24170
9,17330
10,11526
11,7705
12,5127
13,3753
14,2696
15,1966
16,1460
17,1172
18,976
19,797
20,662
21,565
22,485
23,387
24,320
25,317
26,294
27,238
28,218
29,196
30,175
31,155
32,147
33,146
34,148
35,133
36,128
37,131
38,117
39,108
40,109
41,101
42,101
43,90
44,105
45,93
46,98
47,87
48,76
49,73
50,76
51,61
52,71
53,62
54,53
55,52
56,66
57,35
58,52
59,41
60,60
61,34
62,32
63,44
64,45
65,49
66,24
67,24
68,24
69,13
70,29
71,18
72,26
73,13
74,19
75,16
76,20
77,14
78,14
79,21
80,11
81,14
82,13
83,8
84,10
85,6
86,7
87,15
88,6
89,7
90,10
91,7
92,13
93,5
94,8
95,6
96,3
97,10
98,2
99,4
100,3
