requestType,queueLength,netthreadTime,queueTime,workerPreTime,memcachedRTT,workerPostTime, totalRequests
GET,1.2050552085014177,29277.60674411993,97432.14029183282,34804.359907947415,806755.7492642709,23015.669548112463,260286
