latency,weight
1,0
2,0
3,0
4,1727
5,28739
6,59978
7,49366
8,29843
9,17547
10,11313
11,7688
12,5696
13,4225
14,3226
15,2464
16,1934
17,1664
18,1317
19,1064
20,879
21,820
22,703
23,628
24,534
25,488
26,434
27,385
28,320
29,297
30,310
31,289
32,263
33,225
34,252
35,210
36,192
37,193
38,192
39,185
40,201
41,166
42,145
43,162
44,173
45,137
46,129
47,149
48,122
49,129
50,143
51,111
52,129
53,118
54,99
55,106
56,95
57,104
58,97
59,96
60,82
61,61
62,77
63,74
64,79
65,74
66,83
67,52
68,56
69,46
70,57
71,48
72,53
73,40
74,33
75,27
76,41
77,26
78,25
79,22
80,28
81,28
82,24
83,20
84,28
85,19
86,27
87,18
88,27
89,27
90,17
91,12
92,13
93,8
94,12
95,8
96,9
97,12
98,10
99,9
100,11
