requestType,queueLength,netthreadTime,queueTime,workerPreTime,memcachedRTT,workerPostTime, totalRequests
GET,1.1895114322875102,20102.283037833688,74761.53747881809,21269.70603077362,765909.7244093686,17727.995160846665,294473
