latency,weight
1,0
2,0
3,0
4,60
5,5002
6,27650
7,44395
8,38407
9,25850
10,16579
11,10983
12,7579
13,5323
14,4061
15,3026
16,2455
17,1851
18,1569
19,1268
20,1100
21,920
22,725
23,693
24,632
25,537
26,536
27,455
28,402
29,384
30,324
31,298
32,276
33,289
34,274
35,231
36,225
37,203
38,225
39,178
40,163
41,193
42,187
43,150
44,150
45,160
46,145
47,143
48,147
49,120
50,152
51,130
52,111
53,114
54,104
55,91
56,87
57,72
58,91
59,72
60,84
61,58
62,52
63,64
64,58
65,57
66,51
67,47
68,54
69,61
70,32
71,33
72,39
73,35
74,22
75,27
76,28
77,20
78,32
79,28
80,22
81,23
82,20
83,23
84,15
85,15
86,16
87,16
88,14
89,13
90,22
91,17
92,11
93,8
94,15
95,7
96,12
97,7
98,3
99,3
100,6
