requestType,queueLength,netthreadTime,queueTime,workerPreTime,memcachedRTT,workerPostTime, totalRequests
GET,1.2314803658977378,24734.965717939926,98237.61083976681,19727.4893094468,797760.2698449476,21669.787838626864,215798
