latency,weight
1,0
2,0
3,0
4,2203
5,32173
6,62258
7,49018
8,28496
9,17144
10,11214
11,7756
12,5717
13,4127
14,3137
15,2523
16,1907
17,1589
18,1250
19,1066
20,908
21,771
22,701
23,668
24,533
25,450
26,417
27,413
28,376
29,329
30,293
31,291
32,249
33,233
34,214
35,218
36,211
37,215
38,196
39,206
40,185
41,185
42,160
43,164
44,154
45,168
46,153
47,144
48,133
49,116
50,100
51,118
52,115
53,80
54,114
55,77
56,110
57,93
58,94
59,101
60,97
61,94
62,83
63,73
64,94
65,68
66,74
67,51
68,61
69,47
70,50
71,47
72,44
73,27
74,34
75,36
76,34
77,24
78,32
79,23
80,25
81,17
82,15
83,18
84,29
85,20
86,16
87,18
88,19
89,14
90,17
91,7
92,16
93,22
94,16
95,12
96,14
97,11
98,8
99,12
100,4
