latency,weight
1,0
2,0
3,0
4,35
5,2662
6,15824
7,26397
8,24348
9,17428
10,11668
11,7551
12,5133
13,3580
14,2536
15,2039
16,1540
17,1150
18,929
19,776
20,670
21,554
22,482
23,420
24,369
25,314
26,284
27,259
28,237
29,205
30,174
31,193
32,181
33,149
34,153
35,142
36,142
37,127
38,101
39,118
40,74
41,104
42,117
43,95
44,96
45,77
46,93
47,88
48,88
49,86
50,91
51,66
52,64
53,63
54,67
55,58
56,46
57,65
58,54
59,62
60,41
61,50
62,37
63,32
64,25
65,31
66,35
67,33
68,24
69,27
70,19
71,24
72,17
73,19
74,15
75,16
76,19
77,14
78,17
79,15
80,17
81,14
82,13
83,16
84,13
85,11
86,9
87,10
88,11
89,12
90,8
91,8
92,11
93,7
94,1
95,8
96,7
97,7
98,5
99,0
100,3
