latency,weight
1,0
2,0
3,0
4,1945
5,33758
6,72834
7,59935
8,34409
9,20107
10,13010
11,8998
12,6723
13,5020
14,3939
15,2911
16,2421
17,2016
18,1558
19,1338
20,1129
21,959
22,798
23,660
24,670
25,546
26,534
27,478
28,456
29,447
30,410
31,362
32,306
33,348
34,290
35,290
36,264
37,250
38,238
39,254
40,205
41,212
42,229
43,195
44,196
45,190
46,186
47,195
48,150
49,162
50,156
51,125
52,132
53,154
54,135
55,115
56,123
57,115
58,104
59,119
60,106
61,97
62,102
63,98
64,92
65,87
66,80
67,79
68,81
69,70
70,57
71,53
72,51
73,42
74,52
75,38
76,46
77,41
78,41
79,25
80,34
81,26
82,26
83,31
84,22
85,26
86,25
87,15
88,17
89,23
90,23
91,21
92,20
93,18
94,19
95,9
96,24
97,20
98,10
99,12
100,12
