PING 10.0.0.10 (10.0.0.10) 56(84) bytes of data.
64 bytes from 10.0.0.10: icmp_seq=1 ttl=64 time=0.872 ms
64 bytes from 10.0.0.10: icmp_seq=2 ttl=64 time=1.30 ms
64 bytes from 10.0.0.10: icmp_seq=3 ttl=64 time=0.656 ms
64 bytes from 10.0.0.10: icmp_seq=4 ttl=64 time=1.32 ms
64 bytes from 10.0.0.10: icmp_seq=5 ttl=64 time=0.885 ms
64 bytes from 10.0.0.10: icmp_seq=6 ttl=64 time=1.11 ms
64 bytes from 10.0.0.10: icmp_seq=7 ttl=64 time=1.45 ms
64 bytes from 10.0.0.10: icmp_seq=8 ttl=64 time=1.17 ms
64 bytes from 10.0.0.10: icmp_seq=9 ttl=64 time=0.886 ms
64 bytes from 10.0.0.10: icmp_seq=10 ttl=64 time=1.04 ms
64 bytes from 10.0.0.10: icmp_seq=11 ttl=64 time=0.934 ms
64 bytes from 10.0.0.10: icmp_seq=12 ttl=64 time=0.689 ms
64 bytes from 10.0.0.10: icmp_seq=13 ttl=64 time=1.45 ms
64 bytes from 10.0.0.10: icmp_seq=14 ttl=64 time=1.21 ms
64 bytes from 10.0.0.10: icmp_seq=15 ttl=64 time=0.794 ms
64 bytes from 10.0.0.10: icmp_seq=16 ttl=64 time=0.725 ms
64 bytes from 10.0.0.10: icmp_seq=17 ttl=64 time=2.30 ms
64 bytes from 10.0.0.10: icmp_seq=18 ttl=64 time=2.01 ms
64 bytes from 10.0.0.10: icmp_seq=19 ttl=64 time=1.82 ms
64 bytes from 10.0.0.10: icmp_seq=20 ttl=64 time=0.831 ms
64 bytes from 10.0.0.10: icmp_seq=21 ttl=64 time=1.09 ms
64 bytes from 10.0.0.10: icmp_seq=22 ttl=64 time=2.09 ms
64 bytes from 10.0.0.10: icmp_seq=23 ttl=64 time=0.966 ms
64 bytes from 10.0.0.10: icmp_seq=24 ttl=64 time=0.945 ms
64 bytes from 10.0.0.10: icmp_seq=25 ttl=64 time=1.39 ms
64 bytes from 10.0.0.10: icmp_seq=26 ttl=64 time=1.19 ms
64 bytes from 10.0.0.10: icmp_seq=27 ttl=64 time=1.27 ms
64 bytes from 10.0.0.10: icmp_seq=28 ttl=64 time=0.843 ms
64 bytes from 10.0.0.10: icmp_seq=29 ttl=64 time=0.648 ms
64 bytes from 10.0.0.10: icmp_seq=30 ttl=64 time=0.649 ms
64 bytes from 10.0.0.10: icmp_seq=31 ttl=64 time=0.617 ms
64 bytes from 10.0.0.10: icmp_seq=32 ttl=64 time=2.51 ms
64 bytes from 10.0.0.10: icmp_seq=33 ttl=64 time=0.691 ms
64 bytes from 10.0.0.10: icmp_seq=34 ttl=64 time=0.620 ms
64 bytes from 10.0.0.10: icmp_seq=35 ttl=64 time=1.23 ms
64 bytes from 10.0.0.10: icmp_seq=36 ttl=64 time=0.899 ms
64 bytes from 10.0.0.10: icmp_seq=37 ttl=64 time=1.93 ms
64 bytes from 10.0.0.10: icmp_seq=38 ttl=64 time=0.854 ms
64 bytes from 10.0.0.10: icmp_seq=39 ttl=64 time=0.769 ms
64 bytes from 10.0.0.10: icmp_seq=40 ttl=64 time=0.702 ms
64 bytes from 10.0.0.10: icmp_seq=41 ttl=64 time=1.41 ms
64 bytes from 10.0.0.10: icmp_seq=42 ttl=64 time=0.772 ms
64 bytes from 10.0.0.10: icmp_seq=43 ttl=64 time=0.852 ms
64 bytes from 10.0.0.10: icmp_seq=44 ttl=64 time=0.834 ms
64 bytes from 10.0.0.10: icmp_seq=45 ttl=64 time=0.691 ms
64 bytes from 10.0.0.10: icmp_seq=46 ttl=64 time=1.38 ms
64 bytes from 10.0.0.10: icmp_seq=47 ttl=64 time=0.929 ms
64 bytes from 10.0.0.10: icmp_seq=48 ttl=64 time=0.859 ms
64 bytes from 10.0.0.10: icmp_seq=49 ttl=64 time=1.29 ms
64 bytes from 10.0.0.10: icmp_seq=50 ttl=64 time=0.858 ms

--- 10.0.0.10 ping statistics ---
50 packets transmitted, 50 received, 0% packet loss, time 9903ms
rtt min/avg/max/mdev = 0.617/1.106/2.511/0.451 ms
