requestType,queueLength,netthreadTime,queueTime,workerPreTime,memcachedRTT,workerPostTime, totalRequests
GET,1.238574267262792,19835.442557201717,79657.04665264019,23718.428647614037,849152.5423351158,18990.930649308903,136884
