latency,weight
1,0
2,0
3,0
4,1083
5,25657
6,65384
7,59694
8,37096
9,21723
10,13892
11,9744
12,7172
13,5337
14,4169
15,3292
16,2534
17,2133
18,1684
19,1362
20,1213
21,1027
22,860
23,751
24,669
25,615
26,557
27,507
28,457
29,408
30,388
31,335
32,317
33,308
34,296
35,290
36,253
37,241
38,268
39,229
40,209
41,206
42,186
43,175
44,185
45,179
46,188
47,170
48,174
49,151
50,165
51,142
52,156
53,137
54,154
55,135
56,119
57,110
58,120
59,122
60,108
61,108
62,108
63,97
64,80
65,97
66,93
67,64
68,65
69,63
70,67
71,49
72,56
73,47
74,45
75,47
76,38
77,34
78,35
79,29
80,27
81,34
82,23
83,25
84,36
85,26
86,26
87,16
88,20
89,16
90,17
91,21
92,12
93,17
94,12
95,12
96,15
97,17
98,16
99,11
100,6
