latency,weight
1,0
2,0
3,0
4,1099
5,28085
6,71620
7,62575
8,37623
9,22549
10,14414
11,10365
12,7611
13,5936
14,4461
15,3416
16,2837
17,2264
18,1943
19,1527
20,1366
21,1062
22,969
23,895
24,722
25,619
26,605
27,566
28,487
29,448
30,407
31,420
32,372
33,337
34,363
35,290
36,296
37,273
38,259
39,271
40,199
41,190
42,231
43,225
44,208
45,167
46,190
47,202
48,180
49,153
50,160
51,143
52,139
53,127
54,120
55,130
56,118
57,134
58,122
59,144
60,112
61,113
62,96
63,83
64,99
65,85
66,100
67,75
68,65
69,58
70,60
71,49
72,38
73,57
74,40
75,29
76,26
77,35
78,40
79,29
80,39
81,31
82,33
83,26
84,28
85,30
86,19
87,28
88,23
89,15
90,23
91,22
92,15
93,13
94,14
95,15
96,15
97,14
98,13
99,13
100,8
