PING 10.0.0.6 (10.0.0.6) 56(84) bytes of data.
64 bytes from 10.0.0.6: icmp_seq=1 ttl=64 time=0.992 ms
64 bytes from 10.0.0.6: icmp_seq=2 ttl=64 time=0.942 ms
64 bytes from 10.0.0.6: icmp_seq=3 ttl=64 time=1.00 ms
64 bytes from 10.0.0.6: icmp_seq=4 ttl=64 time=1.38 ms
64 bytes from 10.0.0.6: icmp_seq=5 ttl=64 time=1.06 ms
64 bytes from 10.0.0.6: icmp_seq=6 ttl=64 time=0.918 ms
64 bytes from 10.0.0.6: icmp_seq=7 ttl=64 time=0.848 ms
64 bytes from 10.0.0.6: icmp_seq=8 ttl=64 time=0.921 ms
64 bytes from 10.0.0.6: icmp_seq=9 ttl=64 time=0.800 ms
64 bytes from 10.0.0.6: icmp_seq=10 ttl=64 time=0.924 ms
64 bytes from 10.0.0.6: icmp_seq=11 ttl=64 time=0.939 ms
64 bytes from 10.0.0.6: icmp_seq=12 ttl=64 time=0.989 ms
64 bytes from 10.0.0.6: icmp_seq=13 ttl=64 time=0.764 ms
64 bytes from 10.0.0.6: icmp_seq=14 ttl=64 time=3.43 ms
64 bytes from 10.0.0.6: icmp_seq=15 ttl=64 time=0.817 ms
64 bytes from 10.0.0.6: icmp_seq=16 ttl=64 time=0.821 ms
64 bytes from 10.0.0.6: icmp_seq=17 ttl=64 time=0.984 ms
64 bytes from 10.0.0.6: icmp_seq=18 ttl=64 time=0.901 ms
64 bytes from 10.0.0.6: icmp_seq=19 ttl=64 time=0.960 ms
64 bytes from 10.0.0.6: icmp_seq=20 ttl=64 time=0.713 ms
64 bytes from 10.0.0.6: icmp_seq=21 ttl=64 time=0.857 ms
64 bytes from 10.0.0.6: icmp_seq=22 ttl=64 time=1.16 ms
64 bytes from 10.0.0.6: icmp_seq=23 ttl=64 time=0.909 ms
64 bytes from 10.0.0.6: icmp_seq=24 ttl=64 time=0.881 ms
64 bytes from 10.0.0.6: icmp_seq=25 ttl=64 time=0.887 ms
64 bytes from 10.0.0.6: icmp_seq=26 ttl=64 time=0.840 ms
64 bytes from 10.0.0.6: icmp_seq=27 ttl=64 time=0.876 ms
64 bytes from 10.0.0.6: icmp_seq=28 ttl=64 time=0.799 ms
64 bytes from 10.0.0.6: icmp_seq=29 ttl=64 time=1.34 ms
64 bytes from 10.0.0.6: icmp_seq=30 ttl=64 time=0.874 ms
64 bytes from 10.0.0.6: icmp_seq=31 ttl=64 time=0.940 ms
64 bytes from 10.0.0.6: icmp_seq=32 ttl=64 time=0.844 ms
64 bytes from 10.0.0.6: icmp_seq=33 ttl=64 time=0.895 ms
64 bytes from 10.0.0.6: icmp_seq=34 ttl=64 time=0.860 ms
64 bytes from 10.0.0.6: icmp_seq=35 ttl=64 time=0.775 ms
64 bytes from 10.0.0.6: icmp_seq=36 ttl=64 time=1.01 ms
64 bytes from 10.0.0.6: icmp_seq=37 ttl=64 time=0.683 ms
64 bytes from 10.0.0.6: icmp_seq=38 ttl=64 time=0.950 ms
64 bytes from 10.0.0.6: icmp_seq=39 ttl=64 time=0.958 ms
64 bytes from 10.0.0.6: icmp_seq=40 ttl=64 time=0.780 ms
64 bytes from 10.0.0.6: icmp_seq=41 ttl=64 time=0.918 ms
64 bytes from 10.0.0.6: icmp_seq=42 ttl=64 time=1.02 ms
64 bytes from 10.0.0.6: icmp_seq=43 ttl=64 time=0.929 ms
64 bytes from 10.0.0.6: icmp_seq=44 ttl=64 time=0.694 ms
64 bytes from 10.0.0.6: icmp_seq=45 ttl=64 time=1.05 ms
64 bytes from 10.0.0.6: icmp_seq=46 ttl=64 time=0.944 ms
64 bytes from 10.0.0.6: icmp_seq=47 ttl=64 time=1.43 ms
64 bytes from 10.0.0.6: icmp_seq=48 ttl=64 time=0.852 ms
64 bytes from 10.0.0.6: icmp_seq=49 ttl=64 time=0.812 ms
64 bytes from 10.0.0.6: icmp_seq=50 ttl=64 time=0.875 ms

--- 10.0.0.6 ping statistics ---
50 packets transmitted, 50 received, 0% packet loss, time 9929ms
rtt min/avg/max/mdev = 0.683/0.975/3.437/0.384 ms
