PING 10.0.0.11 (10.0.0.11) 56(84) bytes of data.
64 bytes from 10.0.0.11: icmp_seq=1 ttl=64 time=0.919 ms
64 bytes from 10.0.0.11: icmp_seq=2 ttl=64 time=0.860 ms
64 bytes from 10.0.0.11: icmp_seq=3 ttl=64 time=0.920 ms
64 bytes from 10.0.0.11: icmp_seq=4 ttl=64 time=0.961 ms
64 bytes from 10.0.0.11: icmp_seq=5 ttl=64 time=1.01 ms
64 bytes from 10.0.0.11: icmp_seq=6 ttl=64 time=0.850 ms
64 bytes from 10.0.0.11: icmp_seq=7 ttl=64 time=0.810 ms
64 bytes from 10.0.0.11: icmp_seq=8 ttl=64 time=1.08 ms
64 bytes from 10.0.0.11: icmp_seq=9 ttl=64 time=1.04 ms
64 bytes from 10.0.0.11: icmp_seq=10 ttl=64 time=0.823 ms
64 bytes from 10.0.0.11: icmp_seq=11 ttl=64 time=0.961 ms
64 bytes from 10.0.0.11: icmp_seq=12 ttl=64 time=0.889 ms
64 bytes from 10.0.0.11: icmp_seq=13 ttl=64 time=1.07 ms
64 bytes from 10.0.0.11: icmp_seq=14 ttl=64 time=1.07 ms
64 bytes from 10.0.0.11: icmp_seq=15 ttl=64 time=2.47 ms
64 bytes from 10.0.0.11: icmp_seq=16 ttl=64 time=0.877 ms
64 bytes from 10.0.0.11: icmp_seq=17 ttl=64 time=0.882 ms
64 bytes from 10.0.0.11: icmp_seq=18 ttl=64 time=1.07 ms
64 bytes from 10.0.0.11: icmp_seq=19 ttl=64 time=0.930 ms
64 bytes from 10.0.0.11: icmp_seq=20 ttl=64 time=0.868 ms
64 bytes from 10.0.0.11: icmp_seq=21 ttl=64 time=1.08 ms
64 bytes from 10.0.0.11: icmp_seq=22 ttl=64 time=0.893 ms
64 bytes from 10.0.0.11: icmp_seq=23 ttl=64 time=3.73 ms
64 bytes from 10.0.0.11: icmp_seq=24 ttl=64 time=0.915 ms
64 bytes from 10.0.0.11: icmp_seq=25 ttl=64 time=0.942 ms
64 bytes from 10.0.0.11: icmp_seq=26 ttl=64 time=1.56 ms
64 bytes from 10.0.0.11: icmp_seq=27 ttl=64 time=0.983 ms
64 bytes from 10.0.0.11: icmp_seq=28 ttl=64 time=2.69 ms
64 bytes from 10.0.0.11: icmp_seq=29 ttl=64 time=1.24 ms
64 bytes from 10.0.0.11: icmp_seq=30 ttl=64 time=0.923 ms
64 bytes from 10.0.0.11: icmp_seq=31 ttl=64 time=0.879 ms
64 bytes from 10.0.0.11: icmp_seq=32 ttl=64 time=0.955 ms
64 bytes from 10.0.0.11: icmp_seq=33 ttl=64 time=1.03 ms
64 bytes from 10.0.0.11: icmp_seq=34 ttl=64 time=1.20 ms
64 bytes from 10.0.0.11: icmp_seq=35 ttl=64 time=0.800 ms
64 bytes from 10.0.0.11: icmp_seq=36 ttl=64 time=1.13 ms
64 bytes from 10.0.0.11: icmp_seq=37 ttl=64 time=0.966 ms
64 bytes from 10.0.0.11: icmp_seq=38 ttl=64 time=1.04 ms
64 bytes from 10.0.0.11: icmp_seq=39 ttl=64 time=1.04 ms
64 bytes from 10.0.0.11: icmp_seq=40 ttl=64 time=1.19 ms
64 bytes from 10.0.0.11: icmp_seq=41 ttl=64 time=0.957 ms
64 bytes from 10.0.0.11: icmp_seq=42 ttl=64 time=1.63 ms
64 bytes from 10.0.0.11: icmp_seq=43 ttl=64 time=0.980 ms
64 bytes from 10.0.0.11: icmp_seq=44 ttl=64 time=0.947 ms
64 bytes from 10.0.0.11: icmp_seq=45 ttl=64 time=0.903 ms
64 bytes from 10.0.0.11: icmp_seq=46 ttl=64 time=0.991 ms
64 bytes from 10.0.0.11: icmp_seq=47 ttl=64 time=1.59 ms
64 bytes from 10.0.0.11: icmp_seq=48 ttl=64 time=3.13 ms
64 bytes from 10.0.0.11: icmp_seq=49 ttl=64 time=0.774 ms
64 bytes from 10.0.0.11: icmp_seq=50 ttl=64 time=1.17 ms

--- 10.0.0.11 ping statistics ---
50 packets transmitted, 50 received, 0% packet loss, time 9878ms
rtt min/avg/max/mdev = 0.774/1.174/3.734/0.587 ms
