latency,weight
1,0
2,0
3,0
4,1868
5,35109
6,75001
7,61305
8,35546
9,21164
10,13672
11,9587
12,7077
13,5413
14,4210
15,3223
16,2578
17,2148
18,1755
19,1429
20,1162
21,1010
22,922
23,832
24,757
25,629
26,634
27,497
28,487
29,467
30,422
31,416
32,343
33,332
34,295
35,300
36,280
37,276
38,240
39,259
40,231
41,222
42,203
43,216
44,223
45,174
46,179
47,182
48,180
49,156
50,157
51,160
52,168
53,162
54,133
55,133
56,149
57,117
58,119
59,113
60,119
61,109
62,94
63,109
64,91
65,86
66,82
67,106
68,89
69,51
70,69
71,56
72,57
73,38
74,41
75,45
76,41
77,48
78,35
79,32
80,31
81,35
82,20
83,25
84,29
85,18
86,25
87,23
88,14
89,16
90,19
91,15
92,24
93,19
94,13
95,19
96,14
97,9
98,16
99,8
100,12
