latency,weight
1,0
2,0
3,409
4,6587
5,12577
6,13124
7,9813
8,6366
9,3816
10,2349
11,1409
12,948
13,603
14,473
15,348
16,223
17,199
18,191
19,132
20,107
21,86
22,108
23,87
24,73
25,60
26,70
27,57
28,50
29,53
30,38
31,38
32,43
33,36
34,43
35,28
36,38
37,31
38,22
39,26
40,28
41,34
42,27
43,47
44,53
45,43
46,66
47,55
48,55
49,44
50,26
51,36
52,33
53,15
54,20
55,23
56,28
57,25
58,22
59,20
60,17
61,12
62,18
63,20
64,15
65,15
66,24
67,16
68,30
69,14
70,21
71,17
72,17
73,22
74,15
75,19
76,14
77,8
78,3
79,6
80,7
81,2
82,3
83,4
84,0
85,4
86,2
87,1
88,1
89,2
90,1
91,2
92,2
93,5
94,2
95,4
96,4
97,5
98,0
99,3
100,1
