latency,weight
1,0
2,0
3,198
4,4868
5,12980
6,16298
7,13912
8,9478
9,5714
10,3269
11,2072
12,1407
13,995
14,767
15,533
16,472
17,364
18,350
19,312
20,320
21,262
22,275
23,261
24,267
25,267
26,278
27,264
28,263
29,260
30,234
31,252
32,245
33,275
34,242
35,211
36,229
37,267
38,240
39,219
40,235
41,263
42,236
43,257
44,266
45,282
46,274
47,269
48,236
49,205
50,181
51,174
52,173
53,177
54,207
55,196
56,199
57,181
58,168
59,153
60,149
61,146
62,134
63,119
64,140
65,149
66,134
67,141
68,157
69,120
70,132
71,104
72,120
73,125
74,108
75,98
76,94
77,83
78,75
79,61
80,71
81,53
82,61
83,45
84,30
85,31
86,30
87,37
88,25
89,26
90,15
91,17
92,15
93,14
94,15
95,12
96,6
97,8
98,3
99,6
100,9
