latency,weight
1,0
2,0
3,328
4,6825
5,15037
6,16947
7,12913
8,8613
9,5240
10,3189
11,2116
12,1349
13,1020
14,653
15,502
16,458
17,370
18,354
19,249
20,214
21,210
22,214
23,166
24,162
25,172
26,153
27,142
28,159
29,138
30,124
31,130
32,120
33,142
34,132
35,150
36,119
37,124
38,139
39,144
40,147
41,154
42,131
43,137
44,146
45,147
46,145
47,146
48,145
49,119
50,102
51,83
52,71
53,82
54,85
55,83
56,72
57,79
58,71
59,63
60,54
61,71
62,62
63,52
64,70
65,55
66,49
67,65
68,50
69,46
70,44
71,38
72,46
73,39
74,37
75,44
76,36
77,28
78,17
79,12
80,19
81,7
82,3
83,12
84,13
85,8
86,8
87,8
88,7
89,14
90,6
91,7
92,6
93,3
94,3
95,7
96,5
97,5
98,7
99,8
100,7
