latency,weight
1,0
2,0
3,453
4,7411
5,14273
6,12597
7,8422
8,5291
9,3249
10,2028
11,1239
12,942
13,734
14,537
15,424
16,348
17,284
18,234
19,186
20,190
21,153
22,152
23,133
24,102
25,89
26,107
27,104
28,87
29,59
30,57
31,62
32,55
33,55
34,41
35,49
36,41
37,34
38,45
39,42
40,37
41,45
42,39
43,55
44,69
45,77
46,66
47,61
48,52
49,47
50,34
51,22
52,20
53,28
54,14
55,18
56,21
57,16
58,12
59,18
60,5
61,10
62,15
63,12
64,14
65,8
66,14
67,11
68,11
69,10
70,15
71,13
72,22
73,17
74,15
75,12
76,5
77,8
78,4
79,5
80,3
81,6
82,3
83,3
84,1
85,3
86,1
87,2
88,2
89,5
90,4
91,4
92,5
93,1
94,1
95,3
96,0
97,2
98,1
99,3
100,3
