latency,weight
1,0
2,0
3,233
4,5343
5,12905
6,16296
7,13995
8,9537
9,6074
10,3566
11,2008
12,1284
13,838
14,633
15,506
16,349
17,318
18,275
19,263
20,248
21,228
22,175
23,206
24,194
25,178
26,176
27,167
28,160
29,191
30,171
31,200
32,170
33,175
34,177
35,165
36,156
37,172
38,186
39,194
40,203
41,197
42,195
43,191
44,212
45,213
46,221
47,219
48,200
49,180
50,188
51,185
52,187
53,221
54,198
55,172
56,226
57,212
58,203
59,211
60,163
61,152
62,185
63,183
64,165
65,187
66,169
67,156
68,159
69,186
70,167
71,182
72,160
73,123
74,143
75,144
76,106
77,99
78,109
79,90
80,84
81,84
82,71
83,71
84,54
85,36
86,37
87,38
88,44
89,37
90,23
91,18
92,9
93,16
94,14
95,10
96,8
97,4
98,5
99,4
100,3
