latency,weight
1,0
2,0
3,341
4,7159
5,15266
6,15234
7,10971
8,7054
9,4388
10,2796
11,1814
12,1397
13,1066
14,801
15,598
16,513
17,445
18,376
19,392
20,325
21,249
22,306
23,263
24,245
25,239
26,229
27,224
28,183
29,234
30,202
31,184
32,191
33,194
34,198
35,210
36,192
37,207
38,218
39,218
40,223
41,220
42,230
43,250
44,218
45,272
46,266
47,246
48,249
49,235
50,212
51,156
52,183
53,178
54,175
55,154
56,158
57,182
58,143
59,132
60,160
61,134
62,189
63,147
64,135
65,142
66,145
67,127
68,137
69,140
70,135
71,119
72,133
73,127
74,127
75,98
76,106
77,80
78,64
79,66
80,88
81,66
82,44
83,45
84,48
85,45
86,38
87,36
88,31
89,34
90,20
91,24
92,21
93,17
94,11
95,8
96,13
97,12
98,6
99,5
100,11
