latency,weight
1,0
2,0
3,377
4,8710
5,17759
6,15856
7,10842
8,7137
9,4434
10,2830
11,1969
12,1327
13,1025
14,837
15,696
16,581
17,458
18,404
19,326
20,339
21,306
22,258
23,259
24,267
25,211
26,214
27,181
28,172
29,187
30,166
31,178
32,173
33,160
34,169
35,165
36,155
37,172
38,166
39,140
40,176
41,152
42,152
43,132
44,187
45,189
46,189
47,157
48,164
49,141
50,127
51,110
52,105
53,109
54,115
55,97
56,89
57,80
58,88
59,73
60,83
61,66
62,94
63,66
64,58
65,57
66,53
67,47
68,49
69,44
70,37
71,30
72,48
73,27
74,26
75,23
76,19
77,20
78,8
79,6
80,11
81,6
82,9
83,1
84,9
85,7
86,9
87,6
88,3
89,2
90,5
91,5
92,7
93,9
94,2
95,4
96,2
97,5
98,2
99,1
100,1
