latency,weight
1,0
2,0
3,227
4,5481
5,13290
6,16358
7,13586
8,9260
9,5774
10,3552
11,2200
12,1430
13,1038
14,731
15,534
16,442
17,386
18,267
19,274
20,256
21,238
22,212
23,204
24,198
25,175
26,192
27,146
28,203
29,160
30,201
31,178
32,172
33,185
34,173
35,162
36,157
37,182
38,179
39,213
40,208
41,174
42,203
43,230
44,210
45,198
46,178
47,179
48,145
49,179
50,185
51,206
52,189
53,199
54,230
55,170
56,133
57,148
58,142
59,147
60,143
61,148
62,117
63,156
64,165
65,171
66,140
67,130
68,112
69,114
70,85
71,89
72,84
73,100
74,90
75,72
76,66
77,68
78,64
79,41
80,46
81,44
82,29
83,29
84,24
85,24
86,13
87,14
88,17
89,8
90,10
91,16
92,9
93,11
94,8
95,8
96,10
97,7
98,8
99,7
100,6
