latency,weight
1,0
2,0
3,476
4,7030
5,13875
6,12304
7,8115
8,5344
9,3429
10,2171
11,1436
12,879
13,708
14,580
15,429
16,374
17,310
18,281
19,235
20,205
21,153
22,135
23,115
24,125
25,95
26,77
27,96
28,111
29,62
30,62
31,62
32,57
33,59
34,68
35,64
36,44
37,63
38,49
39,45
40,52
41,36
42,51
43,57
44,68
45,73
46,64
47,53
48,61
49,41
50,36
51,22
52,28
53,20
54,18
55,18
56,15
57,17
58,21
59,16
60,17
61,16
62,15
63,15
64,17
65,9
66,14
67,10
68,15
69,16
70,12
71,15
72,19
73,16
74,10
75,11
76,6
77,7
78,11
79,5
80,4
81,4
82,2
83,4
84,0
85,0
86,2
87,2
88,2
89,4
90,1
91,2
92,2
93,1
94,3
95,0
96,3
97,3
98,0
99,1
100,1
