latency,weight
1,0
2,0
3,418
4,7063
5,15691
6,17946
7,13846
8,9125
9,5528
10,3208
11,1973
12,1261
13,892
14,609
15,441
16,352
17,269
18,248
19,211
20,208
21,194
22,175
23,168
24,183
25,187
26,149
27,142
28,161
29,148
30,134
31,133
32,148
33,132
34,161
35,183
36,160
37,139
38,154
39,126
40,147
41,153
42,131
43,150
44,168
45,144
46,144
47,138
48,135
49,125
50,108
51,127
52,104
53,93
54,76
55,69
56,100
57,77
58,81
59,65
60,71
61,61
62,60
63,43
64,59
65,57
66,32
67,35
68,44
69,36
70,40
71,26
72,33
73,32
74,27
75,19
76,22
77,20
78,11
79,10
80,7
81,8
82,11
83,5
84,7
85,9
86,9
87,8
88,5
89,4
90,0
91,4
92,7
93,4
94,7
95,6
96,0
97,5
98,4
99,6
100,1
