latency,weight
1,0
2,0
3,310
4,5970
5,12725
6,12611
7,8636
8,5819
9,3378
10,2202
11,1456
12,1001
13,751
14,555
15,417
16,335
17,284
18,240
19,214
20,169
21,143
22,138
23,124
24,120
25,98
26,92
27,66
28,83
29,79
30,59
31,64
32,52
33,49
34,42
35,58
36,41
37,47
38,41
39,44
40,36
41,36
42,53
43,55
44,59
45,51
46,59
47,47
48,50
49,46
50,43
51,27
52,35
53,27
54,22
55,29
56,28
57,20
58,13
59,14
60,20
61,20
62,23
63,17
64,17
65,11
66,23
67,21
68,11
69,10
70,17
71,11
72,17
73,11
74,19
75,6
76,4
77,3
78,5
79,5
80,5
81,1
82,2
83,7
84,4
85,2
86,2
87,4
88,1
89,3
90,2
91,0
92,1
93,3
94,7
95,1
96,1
97,2
98,1
99,0
100,0
