latency,weight
1,0
2,0
3,465
4,7698
5,16235
6,17770
7,13377
8,8562
9,5072
10,3132
11,1874
12,1342
13,879
14,637
15,506
16,366
17,311
18,332
19,232
20,223
21,210
22,185
23,182
24,169
25,158
26,144
27,155
28,161
29,159
30,164
31,154
32,150
33,146
34,116
35,118
36,128
37,165
38,138
39,135
40,159
41,156
42,149
43,135
44,151
45,127
46,138
47,156
48,140
49,99
50,114
51,108
52,99
53,98
54,98
55,86
56,74
57,62
58,52
59,64
60,35
61,36
62,43
63,41
64,42
65,38
66,32
67,35
68,26
69,24
70,35
71,23
72,34
73,30
74,26
75,25
76,25
77,19
78,12
79,12
80,8
81,11
82,8
83,10
84,10
85,5
86,10
87,6
88,8
89,9
90,6
91,8
92,4
93,4
94,5
95,7
96,4
97,8
98,6
99,1
100,4
