latency,weight
1,0
2,0
3,445
4,8778
5,17308
6,15417
7,10716
8,6943
9,4342
10,2793
11,1833
12,1258
13,981
14,823
15,585
16,485
17,462
18,390
19,332
20,317
21,276
22,276
23,269
24,243
25,217
26,222
27,189
28,199
29,187
30,163
31,183
32,191
33,161
34,202
35,150
36,204
37,172
38,166
39,163
40,162
41,162
42,160
43,154
44,173
45,177
46,177
47,136
48,144
49,151
50,143
51,112
52,111
53,100
54,81
55,104
56,94
57,84
58,89
59,74
60,76
61,62
62,61
63,55
64,53
65,46
66,45
67,51
68,42
69,35
70,42
71,51
72,31
73,35
74,24
75,26
76,18
77,15
78,15
79,13
80,18
81,7
82,6
83,10
84,7
85,4
86,2
87,5
88,4
89,5
90,5
91,6
92,3
93,7
94,2
95,2
96,0
97,1
98,2
99,5
100,1
