latency,weight
1,0
2,0
3,336
4,6989
5,15369
6,17422
7,13394
8,9016
9,5109
10,3021
11,1778
12,1180
13,781
14,612
15,373
16,286
17,239
18,204
19,170
20,163
21,164
22,127
23,121
24,119
25,117
26,131
27,121
28,125
29,110
30,110
31,110
32,116
33,121
34,104
35,133
36,122
37,128
38,123
39,149
40,150
41,124
42,168
43,149
44,157
45,157
46,150
47,161
48,173
49,169
50,177
51,164
52,149
53,146
54,160
55,179
56,145
57,150
58,165
59,164
60,192
61,167
62,174
63,179
64,191
65,178
66,170
67,170
68,184
69,190
70,181
71,174
72,172
73,161
74,181
75,166
76,133
77,132
78,133
79,106
80,128
81,99
82,77
83,85
84,80
85,87
86,64
87,63
88,58
89,51
90,33
91,34
92,28
93,30
94,20
95,16
96,18
97,12
98,9
99,5
100,14
