latency,weight
1,0
2,0
3,324
4,6750
5,14703
6,16861
7,13210
8,9010
9,5418
10,3208
11,1974
12,1274
13,888
14,621
15,481
16,393
17,320
18,332
19,263
20,230
21,197
22,188
23,152
24,170
25,171
26,165
27,150
28,161
29,149
30,175
31,150
32,146
33,141
34,149
35,153
36,162
37,180
38,170
39,152
40,132
41,143
42,185
43,201
44,174
45,171
46,158
47,178
48,192
49,197
50,205
51,199
52,194
53,198
54,157
55,169
56,190
57,193
58,150
59,152
60,165
61,146
62,181
63,158
64,158
65,168
66,134
67,140
68,145
69,130
70,151
71,132
72,107
73,136
74,130
75,133
76,81
77,89
78,77
79,52
80,73
81,50
82,51
83,37
84,42
85,39
86,30
87,21
88,29
89,16
90,24
91,13
92,11
93,12
94,7
95,6
96,2
97,6
98,4
99,5
100,3
