latency,weight
1,0
2,0
3,371
4,6429
5,13974
6,15886
7,11728
8,7735
9,4566
10,2671
11,1720
12,1214
13,832
14,582
15,459
16,361
17,292
18,230
19,246
20,178
21,154
22,169
23,144
24,136
25,159
26,144
27,171
28,121
29,141
30,120
31,120
32,119
33,134
34,129
35,101
36,110
37,122
38,118
39,114
40,113
41,116
42,153
43,135
44,151
45,134
46,147
47,122
48,141
49,136
50,137
51,98
52,88
53,83
54,72
55,91
56,79
57,86
58,64
59,68
60,73
61,64
62,62
63,49
64,54
65,38
66,46
67,45
68,29
69,45
70,54
71,39
72,47
73,29
74,37
75,26
76,18
77,28
78,21
79,14
80,7
81,10
82,8
83,6
84,7
85,8
86,6
87,10
88,3
89,6
90,9
91,5
92,6
93,5
94,6
95,6
96,4
97,0
98,5
99,1
100,5
