latency,weight
1,0
2,0
3,308
4,6231
5,13158
6,12101
7,8477
8,5527
9,3588
10,2274
11,1468
12,1063
13,775
14,629
15,464
16,350
17,326
18,263
19,204
20,215
21,169
22,169
23,135
24,108
25,103
26,94
27,81
28,87
29,64
30,60
31,68
32,45
33,40
34,46
35,38
36,33
37,51
38,48
39,39
40,51
41,43
42,49
43,51
44,57
45,84
46,55
47,56
48,42
49,35
50,29
51,34
52,28
53,22
54,17
55,23
56,23
57,20
58,15
59,22
60,15
61,17
62,17
63,23
64,11
65,15
66,23
67,15
68,7
69,10
70,8
71,18
72,16
73,25
74,22
75,16
76,8
77,9
78,3
79,0
80,2
81,1
82,4
83,3
84,0
85,0
86,2
87,1
88,1
89,1
90,2
91,1
92,0
93,0
94,2
95,1
96,0
97,0
98,2
99,2
100,0
