latency,weight
1,0
2,0
3,220
4,5378
5,13638
6,16950
7,13951
8,9430
9,5480
10,3398
11,2088
12,1379
13,942
14,734
15,553
16,420
17,343
18,320
19,250
20,223
21,200
22,177
23,168
24,181
25,177
26,154
27,150
28,166
29,157
30,184
31,182
32,167
33,137
34,162
35,168
36,163
37,171
38,147
39,172
40,168
41,174
42,170
43,182
44,174
45,187
46,184
47,200
48,198
49,213
50,184
51,206
52,168
53,175
54,186
55,169
56,168
57,181
58,126
59,150
60,162
61,158
62,167
63,145
64,167
65,144
66,129
67,155
68,123
69,115
70,112
71,114
72,109
73,99
74,107
75,137
76,74
77,57
78,45
79,40
80,32
81,42
82,25
83,34
84,30
85,28
86,21
87,10
88,10
89,5
90,8
91,8
92,7
93,2
94,6
95,5
96,7
97,2
98,5
99,4
100,3
