latency,weight
1,0
2,0
3,334
4,5255
5,11591
6,13483
7,10386
8,7185
9,4116
10,2548
11,1531
12,1051
13,762
14,472
15,352
16,247
17,195
18,164
19,122
20,94
21,90
22,69
23,77
24,70
25,62
26,45
27,36
28,56
29,37
30,52
31,40
32,39
33,36
34,36
35,42
36,32
37,36
38,33
39,40
40,26
41,50
42,43
43,36
44,49
45,43
46,34
47,46
48,45
49,36
50,28
51,37
52,24
53,18
54,12
55,21
56,21
57,11
58,16
59,10
60,14
61,10
62,16
63,12
64,11
65,13
66,11
67,12
68,11
69,13
70,15
71,18
72,12
73,13
74,4
75,11
76,10
77,8
78,6
79,4
80,4
81,4
82,5
83,2
84,3
85,1
86,1
87,4
88,1
89,0
90,0
91,0
92,2
93,1
94,1
95,2
96,1
97,1
98,3
99,2
100,1
