latency,weight
1,0
2,0
3,484
4,8652
5,17405
6,15124
7,10530
8,6770
9,4373
10,2800
11,1907
12,1320
13,1012
14,754
15,620
16,508
17,442
18,397
19,340
20,320
21,316
22,283
23,222
24,217
25,187
26,226
27,219
28,213
29,210
30,184
31,193
32,179
33,186
34,178
35,172
36,163
37,167
38,170
39,137
40,162
41,138
42,176
43,159
44,201
45,180
46,174
47,161
48,155
49,138
50,134
51,103
52,77
53,92
54,92
55,91
56,58
57,67
58,53
59,77
60,64
61,52
62,57
63,37
64,46
65,42
66,45
67,49
68,48
69,34
70,46
71,40
72,34
73,36
74,28
75,18
76,16
77,23
78,12
79,9
80,5
81,12
82,5
83,3
84,7
85,6
86,12
87,8
88,6
89,8
90,4
91,3
92,3
93,5
94,4
95,4
96,5
97,4
98,7
99,1
100,3
