latency,weight
1,0
2,0
3,387
4,7357
5,15955
6,15981
7,11830
8,7783
9,4778
10,2784
11,1848
12,1252
13,992
14,668
15,495
16,412
17,339
18,303
19,284
20,240
21,197
22,192
23,194
24,188
25,183
26,156
27,154
28,123
29,157
30,138
31,130
32,139
33,115
34,131
35,162
36,138
37,137
38,131
39,160
40,151
41,161
42,162
43,167
44,177
45,164
46,162
47,173
48,183
49,167
50,163
51,148
52,158
53,169
54,138
55,133
56,167
57,151
58,176
59,185
60,174
61,175
62,172
63,143
64,134
65,174
66,170
67,214
68,164
69,135
70,163
71,198
72,224
73,130
74,145
75,141
76,145
77,126
78,125
79,150
80,108
81,106
82,104
83,77
84,70
85,75
86,82
87,59
88,54
89,37
90,40
91,34
92,29
93,25
94,13
95,21
96,13
97,11
98,14
99,6
100,11
